KEY,ROUTE,PAGE_NAME,SECTION_OR_COMPONENT,ENGLISH_SOURCE,CURRENT_ARABIC,REVIEW_DECISION,SEVERITY,PROPOSED_ARABIC,RATIONALE,CLAIM_OR_STATUS,LEGAL_REVIEW_REQUIRED,SIGNOFF_REASON
privacy.where.items,/ar/privacy/,Privacy & Safety,where,"[1] title: What PCA processes locally
[1] body: Some protection functions need information on the child device. PCA's approach is to process that information locally wherever possible.
[2] title: What may synchronize between trusted family devices
[2] body: When sensitive protection information needs to move between trusted parent and child endpoints, PCA is designed to use end-to-end encrypted delivery where required. Production scope remains subject to security verification.
[3] title: What PCA central services need
[3] body: Central services may keep minimum technical records for parent accounts/authentication, opaque device/child identifiers, enrollment, entitlement/licensing, encrypted delivery, delivery state, timestamps and minimum operational/security metadata.","[1] title: ما الذي تتم معالجته محليًا؟
[1] body: تحتاج بعض وظائف الحماية إلى معلومات على جهاز الطفل. ونهج PCA هو إبقاء هذه المعالجة محليًا قدر الإمكان.
[2] title: ما الذي قد تتم مزامنته بين الأجهزة الموثوقة؟
[2] body: عندما يلزم انتقال معلومات حماية حساسة بين جهاز الوالدين وجهاز الطفل، صُممت PCA لاستخدام نقل مشفّر من طرف إلى طرف حيث يلزم. يبقى نطاق التشفير في الإنتاج خاضعًا للمراجعة الأمنية النهائية.
[3] title: ما الذي تحتاجه خدمات PCA المركزية؟
[3] body: قد تحتفظ الخدمات المركزية بالحد الأدنى من السجلات التقنية اللازمة لحساب الوالدين والمصادقة والمعرّفات المبهمة للأجهزة/الأطفال وحالة التسجيل والترخيص/الاستحقاق والتسليم المشفر وحالة التسليم والطوابع الزمنية والحد الأدنى من بيانات التشغيل والأمان.",REVISE_MEDIUM,MEDIUM,"[1] title: ما الذي تعالجه PCA محليًا؟
[1] body: تحتاج بعض وظائف الحماية إلى معلومات على جهاز الطفل. ونهج PCA هو معالجة تلك المعلومات محليًا كلما أمكن.
[2] title: ما الذي قد تتم مزامنته بين أجهزة الأسرة الموثوقة؟
[2] body: عندما يلزم نقل معلومات حماية حساسة بين جهاز الوالد وجهاز الطفل، صُممت PCA لاستخدام نقل مشفّر من طرف إلى طرف عند الحاجة. ويظل نطاق ذلك في بيئة الإنتاج خاضعًا للتحقق الأمني.
[3] title: ما الذي تحتاجه خدمات PCA المركزية؟
[3] body: قد تحتفظ الخدمات المركزية بالحد الأدنى من السجلات التقنية اللازمة لحساب الوالد والمصادقة، ومعرّفات غير دالّة على الهوية للأجهزة والأطفال، والتسجيل، والاستحقاق والترخيص، والتسليم المشفّر، وحالة التسليم، والطوابع الزمنية، والحد الأدنى من البيانات الوصفية التشغيلية والأمنية.",تحسين دقة المصطلحات: «opaque identifiers» ليست ببساطة «معرفات مبهمة»، وproduction scope هو نطاق خاضع للتحقق لا «نطاق التشفير النهائي» بالضرورة. يحافظ المقترح على may/where required.,CLM-015; LIMITED,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacy.where.title,/ar/privacy/,Privacy & Safety,where,Where your child's information lives,أين تبقى معلومات طفلك؟,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.account.body,/ar/privacy-policy/,Privacy Policy (provisional draft),account,"PCA may process parent email, authentication records and other minimum information required for account access, security and service administration.",قد تعالج PCA البريد الإلكتروني للوالدين وسجلات المصادقة والحد الأدنى من المعلومات المطلوبة للوصول والأمان وإدارة الخدمة.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.account.title,/ar/privacy-policy/,Privacy Policy (provisional draft),account,Information we need for the parent account,معلومات حساب الوالدين,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.childDevice.body,/ar/privacy-policy/,Privacy Policy (provisional draft),childDevice,PCA may use opaque child/device identifiers and enrollment state centrally. Sensitive child protection information should remain family-side or encrypted in transit/relay according to the approved architecture.,قد تستخدم PCA معرفات غير مقروءة للطفل والجهاز وحالة التسجيل مركزيًا. أما معلومات الحماية الحساسة فيجب أن تبقى ضمن الأجهزة الموثوقة أو مشفرة بحسب البنية المعتمدة.,REVISE_HIGH,HIGH,قد تستخدم PCA مركزيًا معرّفات غير دالّة على الهوية للطفل والجهاز، إلى جانب حالة التسجيل. أما معلومات حماية الطفل الحساسة، فينبغي أن تبقى لدى الأسرة أو تظل مشفّرة أثناء النقل وعبر خدمات الترحيل، وفقًا للبنية المعتمدة.,العربية الحالية تحوّل should remain إلى «فيجب أن تبقى» الأقوى، وتحذف قيد in transit/relay. كلاهما يغيّر قوة ونطاق ادعاء الخصوصية، لذا يلزم تصحيح عالي الأولوية.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.childDevice.title,/ar/privacy-policy/,Privacy Policy (provisional draft),childDevice,Child/device information,معلومات الطفل والجهاز,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.contact.body,/ar/privacy-policy/,Privacy Policy (provisional draft),contact,Final privacy contact and legal entity details are pending owner approval.,بيانات جهة الخصوصية والجهة القانونية النهائية ما زالت بانتظار الاعتماد.,LEGAL_REVIEW_REQUIRED,MEDIUM,بيانات جهة التواصل المعنية بالخصوصية وبيانات الكيان القانوني النهائية ما زالت بانتظار اعتماد المالك.,«الجهة القانونية» ليست ترجمة دقيقة دائمًا لـlegal entity. المقترح أدق، لكن اعتماد مصطلح الكيان القانوني جزء من النص القانوني النهائي ويجب مراجعته قانونيًا.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.contact.title,/ar/privacy-policy/,Privacy Policy (provisional draft),contact,Contact,التواصل,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.cookies.body,/ar/privacy-policy/,Privacy Policy (provisional draft),cookies,Final disclosure is pending runtime inspection. PCA's recommended posture is to minimize tracking and avoid advertising/session-replay technologies on sensitive authenticated surfaces.,الإفصاح النهائي يتوقف على فحص التطبيق الفعلي. الاتجاه الموصى به هو تقليل التتبع وتجنب تقنيات الإعلانات أو إعادة تشغيل الجلسات في المساحات الحساسة.,LEGAL_REVIEW_REQUIRED,HIGH,الإفصاح النهائي بانتظار فحص بيئة التشغيل الفعلية. ويوصي نهج PCA بتقليل التتبع وتجنب تقنيات الإعلانات أو تسجيل الجلسات وإعادة تشغيلها على الواجهات الحساسة التي تتطلب تسجيل الدخول.,«إعادة تشغيل الجلسات» وحدها قد تُفهم كإعادة تشغيل جلسة تقنية، كما أن العربية الحالية تحذف authenticated. التصحيح يغيّر نطاق إفصاح تتبع/تحليلات قانوني، لذا يتطلب مراجعة قانونية.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.cookies.title,/ar/privacy-policy/,Privacy Policy (provisional draft),cookies,Cookies/analytics,ملفات الارتباط والتحليلات,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.deletion.body,/ar/privacy-policy/,Privacy Policy (provisional draft),deletion,"Exact account/child deletion behavior is pending runtime verification and must account for primary stores, delivery queues, backups and legal/security retention.",السلوك الدقيق لحذف الحساب/معلومات الطفل يحتاج تحققًا يشمل مخازن البيانات الأساسية وقوائم التسليم والنسخ الاحتياطية وأي احتفاظ قانوني أو أمني.,LEGAL_REVIEW_REQUIRED,HIGH,السلوك الدقيق لحذف الحساب أو بيانات الطفل بانتظار التحقق من بيئة التشغيل، ويجب أن يراعي مخازن البيانات الأساسية، وقوائم انتظار التسليم، والنسخ الاحتياطية، وفترات الاحتفاظ المطلوبة لأسباب قانونية أو أمنية.,التصحيح يوضح pending runtime verification وdelivery queues وmust account for. لأن صياغة الحذف والاحتفاظ ذات أثر قانوني، يجب ألا تعتمد دون مراجعة قانونية.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.deletion.title,/ar/privacy-policy/,Privacy Policy (provisional draft),deletion,Deletion,الحذف,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.feedback.body,/ar/privacy-policy/,Privacy Policy (provisional draft),feedback,Feedback should include only information intentionally provided by the parent and approved minimal case metadata. Sensitive child activity is not automatically attached.,يجب أن تحتوي الملاحظات على ما يرسله الوالد عمدًا مع الحد الأدنى من معلومات الحالة المعتمدة فقط. ولا يتم إرفاق نشاط الطفل الحساس تلقائيًا.,REVISE_MEDIUM,MEDIUM,ينبغي ألا تتضمن الملاحظات إلا المعلومات التي يقدّمها الوالد عمدًا، والحد الأدنى المعتمد من البيانات الوصفية للحالة. ولا يُرفق نشاط الطفل الحساس تلقائيًا.,«معلومات الحالة» لا تنقل معنى case metadata بدقة. المقترح يحافظ على الحد الأدنى المعتمد ولا يوسع البيانات المرسلة.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.feedback.title,/ar/privacy-policy/,Privacy Policy (provisional draft),feedback,Feedback/support,الدعم والملاحظات,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.hero.title,/ar/privacy-policy/,Privacy Policy (provisional draft),hero,Privacy Policy,سياسة الخصوصية,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.notCollected.body,/ar/privacy-policy/,Privacy Policy (provisional draft),notCollected,"PCA central systems must not store readable child photos, videos, arbitrary files, messages, app-usage history, browsing history, precise-location history, microphone recordings, screenshots/background recordings, passwords or credentials.",الصور، الفيديوهات، الملفات العشوائية، الرسائل، سجل استخدام التطبيقات، سجل التصفح، سجل الموقع الدقيق، تسجيلات الميكروفون، لقطات/تسجيلات الشاشة في الخلفية، كلمات المرور وبيانات الاعتماد.,REVISE_HIGH,HIGH,يجب ألا تخزّن أنظمة PCA المركزية بصيغة مقروءة صور الطفل أو مقاطع الفيديو أو أي ملفات أخرى أو الرسائل أو سجل استخدام التطبيقات أو سجل التصفح أو سجل الموقع الدقيق أو تسجيلات الميكروفون أو لقطات الشاشة أو تسجيلات الشاشة في الخلفية أو كلمات المرور أو بيانات الاعتماد.,العربية الحالية ليست جملة حظر أصلًا؛ إنها قائمة فقط، وتحذف «PCA central systems must not store readable». هذا أخطر فقد للمعنى في الحزمة لأنه يلغي موضوع الحظر وقوته ومركزيته.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.notCollected.title,/ar/privacy-policy/,Privacy Policy (provisional draft),notCollected,Information not intended for readable central collection,معلومات لا ينبغي جمعها مركزيًا بشكل مقروء,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.processing.body,/ar/privacy-policy/,Privacy Policy (provisional draft),processing,Protection features may process relevant information locally on the child or trusted parent device.,قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو جهاز الوالدين الموثوق.,REVISE_LOW,LOW,قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو على جهاز موثوق لأحد الوالدين.,«جهاز الوالدين الموثوق» تركيب غير طبيعي؛ المقترح يحافظ على trusted parent device وعلى may.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.processing.title,/ar/privacy-policy/,Privacy Policy (provisional draft),processing,Protection processing,معالجة الحماية,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.providers.body,/ar/privacy-policy/,Privacy Policy (provisional draft),providers,Final provider list is pending deployment/runtime inventory.,القائمة النهائية تحتاج جردًا من بيئة التشغيل والنشر.,REVISE_LOW,LOW,القائمة النهائية للمزوّدين بانتظار جرد بيئة النشر والتشغيل.,صياغة أوضح لـpending deployment/runtime inventory.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.providers.title,/ar/privacy-policy/,Privacy Policy (provisional draft),providers,Providers/subprocessors,المزودون والمعالجون الفرعيون,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.retention.body,/ar/privacy-policy/,Privacy Policy (provisional draft),retention,"Specific periods are pending runtime/legal review. Central information should be retained only as long as needed for service, security, legal or approved support purposes.",فترات الاحتفاظ المحددة تحتاج مراجعة فنية وقانونية. ينبغي عدم الاحتفاظ بالمعلومات المركزية إلا للمدة المطلوبة للخدمة والأمان والالتزامات القانونية أو الدعم المعتمد.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.retention.title,/ar/privacy-policy/,Privacy Policy (provisional draft),retention,Retention,الاحتفاظ,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.seo.description,/ar/privacy-policy/,Privacy Policy (provisional draft),seo,"Detailed information about how PCA processes account, technical and child-protection information. Final legal text requires runtime and legal review.",معلومات تفصيلية عن معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات الحماية. النص القانوني النهائي يحتاج تحققًا فنيًا ومراجعة قانونية.,REVISE_MEDIUM,MEDIUM,معلومات تفصيلية عن كيفية معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات حماية الطفل. ويتطلب النص القانوني النهائي تحققًا من بيئة التشغيل ومراجعة قانونية.,العربية الحالية تختصر child-protection إلى «معلومات الحماية» وتستبدل runtime بـ«فني» عام. المقترح أدق دون إضافة التزام جديد.,NONE,YES,CHANGED_STRING;LEGAL
privacyPolicy.seo.title,/ar/privacy-policy/,Privacy Policy (provisional draft),seo,PCA Privacy Policy,سياسة خصوصية PCA,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,LEGAL
privacyPolicy.summary.body,/ar/privacy-policy/,Privacy Policy (provisional draft),summary,"PCA is designed to minimize centrally readable child information. Some protection functions process information locally on trusted devices. Sensitive synchronization, where required, is designed for end-to-end encrypted delivery. Central services keep minimum account and technical data needed to operate the service.",صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. تتم بعض معالجة الحماية محليًا على الأجهزة الموثوقة. وعندما يلزم نقل معلومات حساسة بين أجهزة موثوقة، تُصمم المزامنة لتكون مشفرة من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والتشغيل.,REVISE_MEDIUM,MEDIUM,صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. وتعالج بعض وظائف الحماية المعلومات محليًا على الأجهزة الموثوقة. وعندما تكون مزامنة المعلومات الحساسة مطلوبة، صُممت آلية المزامنة للتسليم بتشفير من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والمعلومات التقنية اللازمة لتشغيل الخدمة.,يعيد «technical data needed to operate the service» الذي تحول إلى «معلومات الحساب والتشغيل»، ويجعل الجملة الثانية أكثر مطابقة للمصدر مع الحفاظ على تصميم E2EE المشروط.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
privacyPolicy.summary.title,/ar/privacy-policy/,Privacy Policy (provisional draft),summary,Summary,ملخص,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
release.contactNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,"**We are not able to receive messages yet.** PCA is preparing its support, privacy and security contact channels, and they will be published here before PCA opens to families. The topics below show what those channels will cover.",**لا يمكننا استقبال الرسائل بعد.** تُعِدّ PCA قنوات الدعم والخصوصية والأمان، وستُنشر هنا قبل أن تُفتح PCA للأسر. والمواضيع أدناه توضح ما ستغطيه هذه القنوات.,REVISE_LOW,LOW,**لا يمكننا استقبال الرسائل بعد.** تُعِدّ PCA قنوات الدعم والخصوصية والأمان، وستُنشر هنا قبل إتاحة PCA للأسر. وتوضح الموضوعات أدناه ما ستغطيه هذه القنوات.,تحسين طبيعي لـ«تُفتح PCA للأسر» دون تغيير حالة القنوات.,NONE,NO,CHANGED_STRING;FEATURE_OR_RELEASE_STATUS
release.journeyNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,"**PCA is not open for new accounts yet.** This page explains the setup journey we are building so you know what to expect. Account creation, email verification and the PCA Child app all become available in a later release.",**لم تُفتح PCA لإنشاء حسابات جديدة بعد.** تشرح هذه الصفحة رحلة الإعداد التي نبنيها حتى تعرف ما الذي ينتظرك. أما إنشاء الحساب والتحقق من البريد وتطبيق PCA Child فتصبح متاحة في إصدار لاحق.,REVISE_LOW,LOW,**لم تُفتح PCA لإنشاء حسابات جديدة بعد.** تشرح هذه الصفحة رحلة الإعداد التي نعمل على بنائها حتى تعرف ما الذي تتوقعه. وسيُتاح إنشاء الحساب وتأكيد البريد الإلكتروني وتطبيق PCA Child في إصدار لاحق.,تحسين السلاسة وتوحيد email verification إلى «تأكيد البريد الإلكتروني» مع الإبقاء على later release.,NONE,NO,CHANGED_STRING;FEATURE_OR_RELEASE_STATUS
release.reportingPending,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,PCA has not opened its reporting channels yet. They will be published on the Contact page before PCA opens to families.,لم تفتح PCA قنوات الإبلاغ بعد. وستُنشر في صفحة التواصل قبل أن تُفتح PCA للأسر.,REVISE_LOW,LOW,لم تفتح PCA قنوات الإبلاغ بعد. وستُنشر هذه القنوات في صفحة التواصل قبل إتاحة PCA للأسر.,تحسين طبيعي دون تغيير حالة الإطلاق.,NONE,NO,CHANGED_STRING;FEATURE_OR_RELEASE_STATUS
status.available,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Available,متوفر,REVISE_LOW,LOW,متاح,«متاح» هو المقابل القياسي لحالة Available في واجهات المنتجات، وأكثر اتساقًا من «متوفر» مع نظام الحالات.,CLM-021; CLM-046; VERIFIED_AVAILABLE; VERIFIED_AVAILABLE,NO,CHANGED_STRING;FEATURE_OR_RELEASE_STATUS
status.later,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Coming later,قادم لاحقًا,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,CLM-019; CLM-020; CLM-024; CLM-026; CLM-037; CLM-059; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER,NO,FEATURE_OR_RELEASE_STATUS
status.limited,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Limited,محدود,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,CLM-015; LIMITED,NO,FEATURE_OR_RELEASE_STATUS
status.platform,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Requires platform support,يعتمد على دعم المنصة,REVISE_HIGH,HIGH,يتطلب دعم المنصة,«يعتمد على دعم المنصة» أضعف من Requires platform support وقد يُفهم كاعتماد عادي لا كشرط توفر. هذه حالة ميزة حرجة ويجب الحفاظ على قوة الشرط.,CLM-028; CLM-029; CLM-030; CLM-031; CLM-032; CLM-033; CLM-034; CLM-035; CLM-036; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT,NO,CHANGED_STRING;FEATURE_OR_RELEASE_STATUS
terms.acceptableUse.body,/ar/terms/,Terms (provisional draft),acceptableUse,"Do not use PCA to harass, unlawfully monitor, compromise devices, bypass other people's rights or submit abusive/illegal content through support features.",لا تستخدم PCA للمضايقة أو المراقبة غير القانونية أو اختراق الأجهزة أو تجاوز حقوق الآخرين أو إرسال محتوى مسيء أو غير قانوني عبر الدعم.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.acceptableUse.title,/ar/terms/,Terms (provisional draft),acceptableUse,Acceptable use,الاستخدام المقبول,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.accountSecurity.body,/ar/terms/,Terms (provisional draft),accountSecurity,Users are responsible for protecting their account credentials and reporting suspected unauthorized access. PCA must also apply its approved account-security controls.,يتحمل المستخدم مسؤولية حماية بيانات الدخول والإبلاغ عن أي وصول غير مصرح به، وعلى PCA تطبيق ضوابط الأمان المعتمدة أيضًا.,REVISE_MEDIUM,MEDIUM,يتحمل المستخدم مسؤولية حماية بيانات اعتماد حسابه والإبلاغ عن أي وصول يُشتبه في أنه غير مصرح به. ويجب على PCA أيضًا تطبيق ضوابط أمان الحساب المعتمدة.,العربية الحالية تحذف suspected من unauthorized access وتعمم «ضوابط الأمان» بدل account-security controls. التصحيح مهم لمعنى المسؤولية والأمان.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.accountSecurity.title,/ar/terms/,Terms (provisional draft),accountSecurity,Account security,أمان الحساب,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.availability.body,/ar/terms/,Terms (provisional draft),availability,"Features can vary by platform, device, browser, entitlement and release stage. PCA will not treat “Coming Later” functionality as a current contractual promise.",قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والصلاحيات والإصدار. المزايا المصنفة “قادم لاحقًا” ليست وعدًا تعاقديًا حاليًا.,LEGAL_REVIEW_REQUIRED,HIGH,قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والاستحقاق ومرحلة الإصدار. ولن تعتبر PCA الوظائف المصنفة «قادمة لاحقًا» وعدًا تعاقديًا قائمًا في الوقت الحالي.,«الصلاحيات» ليست المقابل الدقيق لـentitlement في سياق الإتاحة التجارية/الوظيفية، والجملة الثانية ذات أثر تعاقدي مباشر. المقترح أقرب للمصدر لكن يحتاج اعتمادًا قانونيًا.,NONE,YES,CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.availability.title,/ar/terms/,Terms (provisional draft),availability,Feature availability,توفر المزايا,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.changes.body,/ar/terms/,Terms (provisional draft),changes,"Final legal wording for updates, suspension, termination and service availability is pending owner approval.",النص القانوني المتعلق بالتحديثات والإيقاف والإنهاء وتوفر الخدمة ما زال بانتظار الاعتماد.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.changes.title,/ar/terms/,Terms (provisional draft),changes,Changes and service availability,التغييرات وتوفر الخدمة,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.hero.title,/ar/terms/,Terms (provisional draft),hero,Terms,الشروط,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.privacy.body,/ar/terms/,Terms (provisional draft),privacy,Use of PCA is subject to the final Privacy Policy.,يخضع استخدام PCA لسياسة الخصوصية النهائية.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.privacy.title,/ar/terms/,Terms (provisional draft),privacy,Privacy,الخصوصية,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
terms.responsibility.body,/ar/terms/,Terms (provisional draft),responsibility,"PCA supports family protection decisions but does not replace parental judgment, communication, professional advice or emergency services.",PCA أداة مساعدة لقرارات الحماية الأسرية، ولا تحل محل الحكم السليم أو الحوار أو المشورة المتخصصة أو خدمات الطوارئ.,PASS,NONE,,النص العربي طبيعي ووفِيّ للمصدر الإنجليزي، ولا يغيّر قوة الادعاء أو حالة الميزة.,NONE,YES,HIGH_RISK_PRIVACY_SECURITY;LEGAL
