REQUIREMENT_ID,PHASE,MATRIX_STATUS_AT_fa6dee2,FINAL_CLASSIFICATION,V1_SCOPE,BASIS
PCA-ADD-IDENT-011,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-IDENT-012,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-013,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-014,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-015,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-016,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-017,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-018,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-019,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-020,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-021,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-022,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-023,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-IDENT-024,PCA-AUTH-SESSION-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-001,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-002,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-003,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-004,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-005,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-006,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-007,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-008,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-009,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-010,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-011,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-012,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-013,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-014,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-015,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-016,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-017,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, no external gate; matrix carries NO testEvidence for this row - coverage unverified"
PCA-ADD-COMP-018,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-019,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-020,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-021,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-022,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-023,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-024,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-ADD-COMP-025,PCA-COMPLIMENTARY-ENTITLEMENTS-1,SOURCE_COMPLETE,PRODUCTION_COMPLETE,V1_REQUIRED,"Source complete, test-covered, no external gate"
PCA-FR-043B,PCA-4,SOURCE_COMPLETE,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
PCA-FR-043C,PCA-3+PCA-4,SOURCE_COMPLETE,IOS_ENTITLEMENT_REQUIRED,POST_V1,A6: host-app composition layer is unwritten code = POST_V1 source debt. Entitlement/device gate applies to runtime enforcement validation only; macOS+Xcode is NOT a gate (CI has a macos-14 runner).
PCA-FR-015A,PCA-3,SOURCE_COMPLETE,IOS_ENTITLEMENT_REQUIRED,POST_V1,A6: host-app composition layer is unwritten code = POST_V1 source debt. Entitlement/device gate applies to runtime enforcement validation only; macOS+Xcode is NOT a gate (CI has a macos-14 runner).
PCA-AND-003A,PCA-3,SOURCE_COMPLETE,REAL_DEVICE_REQUIRED,V1_REQUIRED,Needs real Android hardware; UAT 0/50 executed (A05)
