COPY_ID,PLATFORM,FILE,KEY_OR_LOCATION,LANGUAGE,CURRENT_TEXT,AUDIENCE,CURRENT_CONCEPT,FAMILY_TERM_PRESENT,TERM_NECESSARY,RISK_TYPE,RECOMMENDED_TEXT,ACTION,OWNER,STATUS,TEST_EVIDENCE
COPY-219,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.PARENT_DENYLIST (L13),EN,blocked by your family's block list,child,"Reason a site was blocked, from PARENT_DENYLIST",yes,no,same as PARENT_ALLOWLIST row,blocked by your parent's block list,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/en.ts:19 (web.PARENT_DENYLIST)
COPY-220,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.CATEGORY_RULE (L14),EN,blocked by your family's content category rule,child,Content-category block reason,yes,no,same as PARENT_ALLOWLIST row,blocked by your parent's content category rule,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/en.ts:20 (web.CATEGORY_RULE)
COPY-221,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.SCHEDULE_RULE (L15),EN,blocked by your family's schedule rule,child,Schedule-window block reason,yes,no,same as PARENT_ALLOWLIST row,blocked by your parent's schedule rule,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/en.ts:21 (web.SCHEDULE_RULE)
COPY-222,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.CLASSIFIER (L16),EN,blocked by your family's explicit-content rule,child,Explicit-content classifier block reason,yes,no,same as PARENT_ALLOWLIST row,blocked by your parent's explicit-content rule,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/en.ts:22 (web.CLASSIFIER)
COPY-223,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.PARENT_ALLOWLIST (L23),AR,مسموح به بواسطة قائمة السماح الخاصة بعائلتك,child,Same as EN row,yes,no,"also inconsistent with app's own established Arabic term ""ولي الأمر"" used elsewhere",مسموح به بواسطة قائمة السماح الخاصة بولي أمرك,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/ar.ts:12
COPY-224,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.PARENT_DENYLIST (L24),AR,محظور بواسطة قائمة الحظر الخاصة بعائلتك,child,Same as EN row,yes,no,same as above,محظور بواسطة قائمة الحظر الخاصة بولي أمرك,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/ar.ts:13
COPY-225,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.CATEGORY_RULE (L25),AR,محظور بواسطة قاعدة تصنيف المحتوى الخاصة بعائلتك,child,Same as EN row,yes,no,same as above,محظور بواسطة قاعدة تصنيف المحتوى الخاصة بولي أمرك,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/ar.ts:14
COPY-226,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.SCHEDULE_RULE (L26),AR,محظور بواسطة قاعدة الجدول الزمني الخاصة بعائلتك,child,Same as EN row,yes,no,same as above,محظور بواسطة قاعدة الجدول الزمني الخاصة بولي أمرك,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/ar.ts:15
COPY-227,Android,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt,WebReasonId.CLASSIFIER (L27),AR,محظور بواسطة قاعدة المحتوى الصريح الخاصة بعائلتك,child,Same as EN row,yes,no,same as above,محظور بواسطة قاعدة المحتوى الصريح الخاصة بولي أمرك,REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,Identical wording mirrored in backend/src/i18n/messages/ar.ts:16
COPY-228,Android,android/app/src/main/res/values/persistence_strings.xml,audit_export_description (L31),EN,"Saves a local record of this family's policy, role, retention, and deletion actions and tamper events as a JSON file...","parent/admin (Settings, PIN-gated audit-export screen)","Full account-level audit trail spanning roles, policy, retention, deletion, tamper events across the whole family account",yes,"yes — genuinely spans family-account role administration, not one child's device data",none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-229,Android,android/app/src/main/res/values-ar/persistence_strings.xml,audit_export_description (L31),AR,...الخاصة بهذه العائلة...,parent/admin,"Same as EN sibling row, correctly consistent",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-230,Android,android/app/src/main/res/values/runtime_strings.xml,child_home_sync_status (L58),EN,Family sync,child (Child Home status row),Connectivity/sync status with the family-account backend/relay,yes,"borderline-yes — labels sync with the shared family-account backend, not a surveillance claim",low — neutral technical status label,"(no change; ""Parent sync"" is a defensible alternative but not required)",KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-231,Android,android/app/src/main/res/values-ar/runtime_strings.xml,child_home_sync_status (L55),AR,مزامنة العائلة,child,Same as EN sibling row,yes,borderline-yes,low,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-232,Android,android/app/src/main/res/values/wellbeing_control_strings.xml,wellbeing_category_parent_custom_other (L12),EN,Family idea,child,Activity-suggestion category label (a suggestion about doing something with family),yes,"yes — genuinely a family-activity category, not a data/monitoring framing",none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-233,Android,android/app/src/main/res/values-ar/wellbeing_control_strings.xml,wellbeing_category_parent_custom_other (L10),AR,فكرة عائلية,child,Same as EN sibling row,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-234,iOS,ios/PCA/Protection/AntiRemovalClaimCopy.swift,lines 35-38 (mirrored in Localizable.xcstrings),EN+AR,"""This is not a claim that PCA can never be removed from this device. A parent or guardian can always remove PCA through Apple's supported Family Controls settings and account recovery path...""","child (Removal Protection screen, every authorization state)",Names the actual Apple permission a parent uses to remove the app,yes,yes — literal Apple framework/permission name,"none — technical term, not a data/surveillance claim",(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-235,iOS,ios/PCA/Protection/AntiRemovalClaimCopy.swift,lines 55-56,EN+AR,"""Your parent or guardian has authorized PCA for this child account through Family Controls, so iOS currently prevents deleting this app through ordinary means.""",child,"Explains why the app can't be deleted, scoped explicitly to ""this child account""",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-236,iOS,ios/PCA/Protection/AntiRemovalClaimCopy.swift,lines 61-62,EN+AR,"""This protection only takes effect after a parent or guardian completes Family Controls authorization for this device. It has not been requested yet.""",child,"States authorization hasn't happened yet, scoped to ""this device""",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-237,iOS,ios/PCA/Protection/AntiRemovalClaimCopy.swift,lines 67-68,EN+AR,"""This protection requires an active parent/guardian Family Controls authorization, which is not currently granted for this device.""",child,"States authorization is currently absent, scoped to ""this device""",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-238,iOS,ios/PCA/Protection/AntiRemovalClaimCopy.swift,lines 73-74,EN+AR,"""This protection was active but Family Controls authorization for this device has just changed. If this was not expected, ask your parent or guardian to check Screen Time settings.""",child,"Notifies of a revocation event, scoped to ""this device""",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-239,iOS,ios/PCA/Recovery/RecoverySecretDisclosure.swift,"line 9, RecoverySecretLossDisclosure.body (not yet wired to any SwiftUI view)",EN,"PCA infrastructure never receives or stores this secret. If you lose the Recovery Secret and all active parent devices, family recovery is permanently impossible...",parent (recovery-secret generation flow),Consequence of losing the account-level recovery secret — the whole multi-child enrollment/account,yes,yes — genuinely describes the account/enrollment entity spanning multiple children,none — account-administration term,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-240,iOS,ios/PCA/Enrollment/ChildEnrollmentCoordinator.swift,"line 536, PCARecoverySecretDisclosureGate.summary (not yet wired to any SwiftUI view)",EN,"If you are the only parent and you lose the Recovery Secret, no one can recover this family. PCA support cannot recover it. You would need to start a new family enrollment...",parent,"Same recovery-secret-loss consequence, account-level",yes,yes — same account-level rationale as above,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-241,Backend,"backend/src/i18n/messages/{en,ar}.ts",web.PARENT_ALLOWLIST (en.ts:18 / ar.ts:12),EN+AR,"EN: ""allowed by your family's allow list"" / AR: ""مسموح به بواسطة قائمة السماح الخاصة بعائلتك""",parent/child (block/allow reason surfaced via WebFilterEngine.decide()),"Explains why a site was allowed, citing the rule owner",yes,"no — the WebReasonId enum this maps to is explicitly PARENT_ALLOWLIST, not family-scoped",over-broadens a parent-set rule to imply unspecified relatives/siblings control the child's browsing,"EN ""allowed by your parent's allow list"" / AR ""مسموح به بواسطة قائمة السماح الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator (backend agent said LEGITIMATE_FAMILY_TERM; overridden to match Android agent finding for the verbatim-mirrored WebReasonCodes.kt text — see COPY-2xx Android rows)
COPY-242,Backend,"backend/src/i18n/messages/{en,ar}.ts",web.PARENT_DENYLIST (en.ts:19 / ar.ts:13),EN+AR,"EN: ""blocked by your family's block list"" / AR: ""محظور بواسطة قائمة الحظر الخاصة بعائلتك""",parent/child,"Same as PARENT_ALLOWLIST row, deny-list",yes,no,same as PARENT_ALLOWLIST row,"EN ""blocked by your parent's block list"" / AR ""محظور بواسطة قائمة الحظر الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row
COPY-243,Backend,"backend/src/i18n/messages/{en,ar}.ts",web.CATEGORY_RULE (en.ts:20 / ar.ts:14),EN+AR,"EN: ""blocked by your family's content category rule"" / AR: ""محظور بواسطة قاعدة تصنيف المحتوى الخاصة بعائلتك""",parent/child,Content-category block reason,yes,no,same as PARENT_ALLOWLIST row,"EN ""blocked by your parent's content category rule"" / AR ""محظور بواسطة قاعدة تصنيف المحتوى الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row
COPY-244,Backend,"backend/src/i18n/messages/{en,ar}.ts",web.SCHEDULE_RULE (en.ts:21 / ar.ts:15),EN+AR,"EN: ""blocked by your family's schedule rule"" / AR: ""محظور بواسطة قاعدة الجدول الزمني الخاصة بعائلتك""",parent/child,Schedule-window block reason,yes,no,same as PARENT_ALLOWLIST row,"EN ""blocked by your parent's schedule rule"" / AR ""محظور بواسطة قاعدة الجدول الزمني الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row
COPY-245,Backend,"backend/src/i18n/messages/{en,ar}.ts",web.CLASSIFIER (en.ts:22 / ar.ts:16),EN+AR,"EN: ""blocked by your family's explicit-content rule"" / AR: ""محظور بواسطة قاعدة المحتوى الصريح الخاصة بعائلتك""",parent/child,Explicit-content classifier block reason,yes,no,same as PARENT_ALLOWLIST row,"EN ""blocked by your parent's explicit-content rule"" / AR ""محظور بواسطة قاعدة المحتوى الصريح الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row
COPY-246,Backend,"backend/src/i18n/messages/{en,ar}.ts",ai.CATEGORY_RULE_MATCHED (en.ts:27 / ar.ts:20),EN+AR,"EN: ""blocked under your family's category rule"" / AR: ""محظور بموجب قاعدة التصنيف الخاصة بعائلتك""",parent (AI classifier explanation),"Rule-ownership reason string, same class as web.* rows",yes,no,same as PARENT_ALLOWLIST row,"EN ""blocked under your parent's category rule"" / AR ""محظور بموجب قاعدة التصنيف الخاصة بولي أمرك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row
COPY-247,Backend,"backend/src/i18n/messages/{en,ar}.ts",retention.EXPIRED (en.ts:137 / ar.ts:115),EN+AR,"EN: ""Removed because it reached the end of your family's retention period."" / AR: ""تمت إزالته لبلوغه نهاية فترة الاحتفاظ الخاصة بعائلتك.""",parent (planPurge() reason),"Explains deletion, citing the account-level retention SETTING (one setting governs all children)",yes,"yes — names the account-wide policy setting, not the data content itself",none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-248,Backend,"backend/src/i18n/messages/{en,ar}.ts",retention.state.EXPIRY_DUE (en.ts:148 / ar.ts:124),EN+AR,"EN: ""This record has reached the end of your family's retention period and is due for deletion."" / AR: ""بلغ هذا السجل نهاية فترة الاحتفاظ الخاصة بعائلتك وهو مستحق الحذف.""",parent,Same retention-setting framing as EXPIRED row,yes,yes — same reasoning,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-249,Backend,"backend/src/i18n/messages/{en,ar}.ts",retention.state.DELETION_CONFIRMED (en.ts:151 / ar.ts:127),EN+AR,"EN: ""Deletion has been confirmed across your family's devices."" / AR: ""تم تأكيد الحذف على جميع أجهزة عائلتك.""",parent,"""Family's devices"" = the account's enrolled device fleet across potentially multiple children",yes,"yes — accurate device-fleet scope, not a data/privacy claim",none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,LEGITIMATE_FAMILY_TERM,NONE — read-only audit; no test written yet
COPY-250,Backend,"backend/src/i18n/messages/{en,ar}.ts",DOMAIN_BLOCKED_NOTICE (en.ts:164 / ar.ts:139),EN+AR,"EN: ""{domain} was blocked under your family's rule"" / AR: ""تم حظر {domain} بموجب قاعدة عائلتك""",parent/child (designed as block-page notice; not currently wired to any production caller — demo/placeholder entry per en.ts's own comment),"Rule-ownership notice, same class as web.* rows",yes,no — same reasoning as web.* rows,"same as PARENT_ALLOWLIST row; currently dormant so lower priority, but must not ship with this wording once wired","EN ""{domain} was blocked under your parent's rule"" / AR ""تم حظر {domain} بموجب قاعدة والدك""",REWRITE_FOR_CLARITY,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,RECONCILED by coordinator — see web.PARENT_ALLOWLIST row. Currently unwired/dormant.
COPY-251,Backend,backend/src/i18n/messages/en.ts,export.COMPLETED (line 142),EN,Your family data export completed successfully.,"parent (exportOutcomeMessage(), export request completion)","Confirms a data export finished, naming the exported data as ""family data""",yes,"no — the app only monitors/exports children's activity data, never the parent's own or other adults' data","privacy_fear_overreach / scope_misrepresentation — overstates scope, reads as a household-wide surveillance dump",Your children's data export completed successfully.,REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
COPY-252,Backend,backend/src/i18n/messages/ar.ts,export.COMPLETED (line 119),AR,اكتمل تصدير بيانات عائلتك بنجاح.,parent,"Same defect, faithfully translated from the flawed English source",yes,no — same reasoning as EN row,privacy_fear_overreach / scope_misrepresentation,اكتمل تصدير بيانات أطفالك بنجاح.,REPLACE_WITH_CHILD_TERM,UNASSIGNED_PENDING_PPR2_HANDOFF,COPY_DEFECT_REMAINING,NONE — read-only audit; no test written yet
