KEY,ROUTE,PAGE_NAME,ENGLISH_SOURCE,ORIGINAL_ARABIC,FINAL_PROPOSED_ARABIC,CHANGED,REVIEWER_DECISION,CLAIM_ID,CLAIM_STATUS,REMEDIATION_DISPOSITION,WHY_IN_SIGNOFF,LEGAL_REVIEW_REQUIRED,OWNER_DECISION,OWNER_NOTE
privacy.where.items,/ar/privacy/,Privacy & Safety,"[1] title: What PCA processes locally
[1] body: Some protection functions need information on the child device. PCA's approach is to process that information locally wherever possible.
[2] title: What may synchronize between trusted family devices
[2] body: When sensitive protection information needs to move between trusted parent and child endpoints, PCA is designed to use end-to-end encrypted delivery where required. Production scope remains subject to security verification.
[3] title: What PCA central services need
[3] body: Central services may keep minimum technical records for parent accounts/authentication, opaque device/child identifiers, enrollment, entitlement/licensing, encrypted delivery, delivery state, timestamps and minimum operational/security metadata.","[1] title: ما الذي تتم معالجته محليًا؟
[1] body: تحتاج بعض وظائف الحماية إلى معلومات على جهاز الطفل. ونهج PCA هو إبقاء هذه المعالجة محليًا قدر الإمكان.
[2] title: ما الذي قد تتم مزامنته بين الأجهزة الموثوقة؟
[2] body: عندما يلزم انتقال معلومات حماية حساسة بين جهاز الوالدين وجهاز الطفل، صُممت PCA لاستخدام نقل مشفّر من طرف إلى طرف حيث يلزم. يبقى نطاق التشفير في الإنتاج خاضعًا للمراجعة الأمنية النهائية.
[3] title: ما الذي تحتاجه خدمات PCA المركزية؟
[3] body: قد تحتفظ الخدمات المركزية بالحد الأدنى من السجلات التقنية اللازمة لحساب الوالدين والمصادقة والمعرّفات المبهمة للأجهزة/الأطفال وحالة التسجيل والترخيص/الاستحقاق والتسليم المشفر وحالة التسليم والطوابع الزمنية والحد الأدنى من بيانات التشغيل والأمان.","[1] title: ما الذي تتم معالجته محليًا؟
[1] body: تحتاج بعض وظائف الحماية إلى معلومات على جهاز الطفل. ونهج PCA هو إبقاء هذه المعالجة محليًا قدر الإمكان.
[2] title: ما الذي قد تتم مزامنته بين الأجهزة الموثوقة؟
[2] body: عندما يلزم انتقال معلومات حماية حساسة بين جهاز الوالدين وجهاز الطفل، صُممت PCA لاستخدام نقل مشفّر من طرف إلى طرف حيث يلزم. يبقى نطاق التشفير في الإنتاج خاضعًا للمراجعة الأمنية النهائية.
[3] title: ما الذي تحتاجه خدمات PCA المركزية؟
[3] body: قد تحتفظ الخدمات المركزية بالحد الأدنى من السجلات التقنية اللازمة لحساب الوالدين والمصادقة والمعرّفات المبهمة للأجهزة/الأطفال وحالة التسجيل والترخيص/الاستحقاق والتسليم المشفر وحالة التسليم والطوابع الزمنية والحد الأدنى من بيانات التشغيل والأمان.",NO,REVISE_MEDIUM,CLM-015,LIMITED,DEFERRED_LEGAL,"Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_MEDIUM). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: [1] title: ما الذي تعالجه PCA محليًا؟
[1] body: تحتاج بعض وظائف الحماية إلى معلومات على جهاز الطفل. ونهج PCA هو معالجة تلك المعلومات محليًا كلما أمكن.
[2] title: ما الذي قد تتم مزامنته بين أجهزة الأسرة الموثوقة؟
[2] body: عندما يلزم نقل معلومات حماية حساسة بين جهاز الوالد وجهاز الطفل، صُممت PCA لاستخدام نقل مشفّر من طرف إلى طرف عند الحاجة. ويظل نطاق ذلك في بيئة الإنتاج خاضعًا للتحقق الأمني.
[3] title: ما الذي تحتاجه خدمات PCA المركزية؟
[3] body: قد تحتفظ الخدمات المركزية بالحد الأدنى من السجلات التقنية اللازمة لحساب الوالد والمصادقة، ومعرّفات غير دالّة على الهوية للأجهزة والأطفال، والتسجيل، والاستحقاق والترخيص، والتسليم المشفّر، وحالة التسليم، والطوابع الزمنية، والحد الأدنى من البيانات الوصفية التشغيلية والأمنية.",YES,PENDING,
privacy.where.title,/ar/privacy/,Privacy & Safety,Where your child's information lives,أين تبقى معلومات طفلك؟,أين تبقى معلومات طفلك؟,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.account.body,/ar/privacy-policy/,Privacy Policy (provisional draft),"PCA may process parent email, authentication records and other minimum information required for account access, security and service administration.",قد تعالج PCA البريد الإلكتروني للوالدين وسجلات المصادقة والحد الأدنى من المعلومات المطلوبة للوصول والأمان وإدارة الخدمة.,قد تعالج PCA البريد الإلكتروني للوالدين وسجلات المصادقة والحد الأدنى من المعلومات المطلوبة للوصول والأمان وإدارة الخدمة.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.account.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Information we need for the parent account,معلومات حساب الوالدين,معلومات حساب الوالدين,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.childDevice.body,/ar/privacy-policy/,Privacy Policy (provisional draft),PCA may use opaque child/device identifiers and enrollment state centrally. Sensitive child protection information should remain family-side or encrypted in transit/relay according to the approved architecture.,قد تستخدم PCA معرفات غير مقروءة للطفل والجهاز وحالة التسجيل مركزيًا. أما معلومات الحماية الحساسة فيجب أن تبقى ضمن الأجهزة الموثوقة أو مشفرة بحسب البنية المعتمدة.,قد تستخدم PCA معرفات غير مقروءة للطفل والجهاز وحالة التسجيل مركزيًا. أما معلومات الحماية الحساسة فيجب أن تبقى ضمن الأجهزة الموثوقة أو مشفرة بحسب البنية المعتمدة.,NO,REVISE_HIGH,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_HIGH). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: قد تستخدم PCA مركزيًا معرّفات غير دالّة على الهوية للطفل والجهاز، إلى جانب حالة التسجيل. أما معلومات حماية الطفل الحساسة، فينبغي أن تبقى لدى الأسرة أو تظل مشفّرة أثناء النقل وعبر خدمات الترحيل، وفقًا للبنية المعتمدة.,YES,PENDING,
privacyPolicy.childDevice.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Child/device information,معلومات الطفل والجهاز,معلومات الطفل والجهاز,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.contact.body,/ar/privacy-policy/,Privacy Policy (provisional draft),Final privacy contact and legal entity details are pending owner approval.,بيانات جهة الخصوصية والجهة القانونية النهائية ما زالت بانتظار الاعتماد.,بيانات جهة الخصوصية والجهة القانونية النهائية ما زالت بانتظار الاعتماد.,NO,LEGAL_REVIEW_REQUIRED,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (LEGAL_REVIEW_REQUIRED). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: بيانات جهة التواصل المعنية بالخصوصية وبيانات الكيان القانوني النهائية ما زالت بانتظار اعتماد المالك.,YES,PENDING,
privacyPolicy.contact.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Contact,التواصل,التواصل,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.cookies.body,/ar/privacy-policy/,Privacy Policy (provisional draft),Final disclosure is pending runtime inspection. PCA's recommended posture is to minimize tracking and avoid advertising/session-replay technologies on sensitive authenticated surfaces.,الإفصاح النهائي يتوقف على فحص التطبيق الفعلي. الاتجاه الموصى به هو تقليل التتبع وتجنب تقنيات الإعلانات أو إعادة تشغيل الجلسات في المساحات الحساسة.,الإفصاح النهائي يتوقف على فحص التطبيق الفعلي. الاتجاه الموصى به هو تقليل التتبع وتجنب تقنيات الإعلانات أو إعادة تشغيل الجلسات في المساحات الحساسة.,NO,LEGAL_REVIEW_REQUIRED,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (LEGAL_REVIEW_REQUIRED). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: الإفصاح النهائي بانتظار فحص بيئة التشغيل الفعلية. ويوصي نهج PCA بتقليل التتبع وتجنب تقنيات الإعلانات أو تسجيل الجلسات وإعادة تشغيلها على الواجهات الحساسة التي تتطلب تسجيل الدخول.,YES,PENDING,
privacyPolicy.cookies.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Cookies/analytics,ملفات الارتباط والتحليلات,ملفات الارتباط والتحليلات,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.deletion.body,/ar/privacy-policy/,Privacy Policy (provisional draft),"Exact account/child deletion behavior is pending runtime verification and must account for primary stores, delivery queues, backups and legal/security retention.",السلوك الدقيق لحذف الحساب/معلومات الطفل يحتاج تحققًا يشمل مخازن البيانات الأساسية وقوائم التسليم والنسخ الاحتياطية وأي احتفاظ قانوني أو أمني.,السلوك الدقيق لحذف الحساب/معلومات الطفل يحتاج تحققًا يشمل مخازن البيانات الأساسية وقوائم التسليم والنسخ الاحتياطية وأي احتفاظ قانوني أو أمني.,NO,LEGAL_REVIEW_REQUIRED,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (LEGAL_REVIEW_REQUIRED). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: السلوك الدقيق لحذف الحساب أو بيانات الطفل بانتظار التحقق من بيئة التشغيل، ويجب أن يراعي مخازن البيانات الأساسية، وقوائم انتظار التسليم، والنسخ الاحتياطية، وفترات الاحتفاظ المطلوبة لأسباب قانونية أو أمنية.,YES,PENDING,
privacyPolicy.deletion.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Deletion,الحذف,الحذف,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.feedback.body,/ar/privacy-policy/,Privacy Policy (provisional draft),Feedback should include only information intentionally provided by the parent and approved minimal case metadata. Sensitive child activity is not automatically attached.,يجب أن تحتوي الملاحظات على ما يرسله الوالد عمدًا مع الحد الأدنى من معلومات الحالة المعتمدة فقط. ولا يتم إرفاق نشاط الطفل الحساس تلقائيًا.,يجب أن تحتوي الملاحظات على ما يرسله الوالد عمدًا مع الحد الأدنى من معلومات الحالة المعتمدة فقط. ولا يتم إرفاق نشاط الطفل الحساس تلقائيًا.,NO,REVISE_MEDIUM,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_MEDIUM). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: ينبغي ألا تتضمن الملاحظات إلا المعلومات التي يقدّمها الوالد عمدًا، والحد الأدنى المعتمد من البيانات الوصفية للحالة. ولا يُرفق نشاط الطفل الحساس تلقائيًا.,YES,PENDING,
privacyPolicy.feedback.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Feedback/support,الدعم والملاحظات,الدعم والملاحظات,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.hero.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Privacy Policy,سياسة الخصوصية,سياسة الخصوصية,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.notCollected.body,/ar/privacy-policy/,Privacy Policy (provisional draft),"PCA central systems must not store readable child photos, videos, arbitrary files, messages, app-usage history, browsing history, precise-location history, microphone recordings, screenshots/background recordings, passwords or credentials.",الصور، الفيديوهات، الملفات العشوائية، الرسائل، سجل استخدام التطبيقات، سجل التصفح، سجل الموقع الدقيق، تسجيلات الميكروفون، لقطات/تسجيلات الشاشة في الخلفية، كلمات المرور وبيانات الاعتماد.,الصور، الفيديوهات، الملفات العشوائية، الرسائل، سجل استخدام التطبيقات، سجل التصفح، سجل الموقع الدقيق، تسجيلات الميكروفون، لقطات/تسجيلات الشاشة في الخلفية، كلمات المرور وبيانات الاعتماد.,NO,REVISE_HIGH,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_HIGH). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: يجب ألا تخزّن أنظمة PCA المركزية بصيغة مقروءة صور الطفل أو مقاطع الفيديو أو أي ملفات أخرى أو الرسائل أو سجل استخدام التطبيقات أو سجل التصفح أو سجل الموقع الدقيق أو تسجيلات الميكروفون أو لقطات الشاشة أو تسجيلات الشاشة في الخلفية أو كلمات المرور أو بيانات الاعتماد.,YES,PENDING,
privacyPolicy.notCollected.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Information not intended for readable central collection,معلومات لا ينبغي جمعها مركزيًا بشكل مقروء,معلومات لا ينبغي جمعها مركزيًا بشكل مقروء,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.processing.body,/ar/privacy-policy/,Privacy Policy (provisional draft),Protection features may process relevant information locally on the child or trusted parent device.,قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو جهاز الوالدين الموثوق.,قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو جهاز الوالدين الموثوق.,NO,REVISE_LOW,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_LOW). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو على جهاز موثوق لأحد الوالدين.,YES,PENDING,
privacyPolicy.processing.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Protection processing,معالجة الحماية,معالجة الحماية,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.providers.body,/ar/privacy-policy/,Privacy Policy (provisional draft),Final provider list is pending deployment/runtime inventory.,القائمة النهائية تحتاج جردًا من بيئة التشغيل والنشر.,القائمة النهائية تحتاج جردًا من بيئة التشغيل والنشر.,NO,REVISE_LOW,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_LOW). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: القائمة النهائية للمزوّدين بانتظار جرد بيئة النشر والتشغيل.,YES,PENDING,
privacyPolicy.providers.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Providers/subprocessors,المزودون والمعالجون الفرعيون,المزودون والمعالجون الفرعيون,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.retention.body,/ar/privacy-policy/,Privacy Policy (provisional draft),"Specific periods are pending runtime/legal review. Central information should be retained only as long as needed for service, security, legal or approved support purposes.",فترات الاحتفاظ المحددة تحتاج مراجعة فنية وقانونية. ينبغي عدم الاحتفاظ بالمعلومات المركزية إلا للمدة المطلوبة للخدمة والأمان والالتزامات القانونية أو الدعم المعتمد.,فترات الاحتفاظ المحددة تحتاج مراجعة فنية وقانونية. ينبغي عدم الاحتفاظ بالمعلومات المركزية إلا للمدة المطلوبة للخدمة والأمان والالتزامات القانونية أو الدعم المعتمد.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.retention.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Retention,الاحتفاظ,الاحتفاظ,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
privacyPolicy.seo.description,/ar/privacy-policy/,Privacy Policy (provisional draft),"Detailed information about how PCA processes account, technical and child-protection information. Final legal text requires runtime and legal review.",معلومات تفصيلية عن معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات الحماية. النص القانوني النهائي يحتاج تحققًا فنيًا ومراجعة قانونية.,معلومات تفصيلية عن معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات الحماية. النص القانوني النهائي يحتاج تحققًا فنيًا ومراجعة قانونية.,NO,REVISE_MEDIUM,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;LEGAL | DEFERRED TO LEGAL (REVISE_MEDIUM). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: معلومات تفصيلية عن كيفية معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات حماية الطفل. ويتطلب النص القانوني النهائي تحققًا من بيئة التشغيل ومراجعة قانونية.,YES,PENDING,
privacyPolicy.seo.title,/ar/privacy-policy/,Privacy Policy (provisional draft),PCA Privacy Policy,سياسة خصوصية PCA,سياسة خصوصية PCA,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: LEGAL,YES,PENDING,
privacyPolicy.summary.body,/ar/privacy-policy/,Privacy Policy (provisional draft),"PCA is designed to minimize centrally readable child information. Some protection functions process information locally on trusted devices. Sensitive synchronization, where required, is designed for end-to-end encrypted delivery. Central services keep minimum account and technical data needed to operate the service.",صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. تتم بعض معالجة الحماية محليًا على الأجهزة الموثوقة. وعندما يلزم نقل معلومات حساسة بين أجهزة موثوقة، تُصمم المزامنة لتكون مشفرة من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والتشغيل.,صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. تتم بعض معالجة الحماية محليًا على الأجهزة الموثوقة. وعندما يلزم نقل معلومات حساسة بين أجهزة موثوقة، تُصمم المزامنة لتكون مشفرة من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والتشغيل.,NO,REVISE_MEDIUM,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_MEDIUM). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. وتعالج بعض وظائف الحماية المعلومات محليًا على الأجهزة الموثوقة. وعندما تكون مزامنة المعلومات الحساسة مطلوبة، صُممت آلية المزامنة للتسليم بتشفير من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والمعلومات التقنية اللازمة لتشغيل الخدمة.,YES,PENDING,
privacyPolicy.summary.title,/ar/privacy-policy/,Privacy Policy (provisional draft),Summary,ملخص,ملخص,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
release.contactNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)","**We are not able to receive messages yet.** PCA is preparing its support, privacy and security contact channels, and they will be published here before PCA opens to families. The topics below show what those channels will cover.",**لا يمكننا استقبال الرسائل بعد.** تُعِدّ PCA قنوات الدعم والخصوصية والأمان، وستُنشر هنا قبل أن تُفتح PCA للأسر. والمواضيع أدناه توضح ما ستغطيه هذه القنوات.,**لا يمكننا استقبال الرسائل بعد.** تُعِدّ PCA قنوات الدعم والخصوصية والأمان، وستُنشر هنا قبل إتاحة PCA للأسر. وتوضح الموضوعات أدناه ما ستغطيه هذه القنوات.,YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING;FEATURE_OR_RELEASE_STATUS,NO,PENDING,
release.journeyNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)","**PCA is not open for new accounts yet.** This page explains the setup journey we are building so you know what to expect. Account creation, email verification and the PCA Child app all become available in a later release.",**لم تُفتح PCA لإنشاء حسابات جديدة بعد.** تشرح هذه الصفحة رحلة الإعداد التي نبنيها حتى تعرف ما الذي ينتظرك. أما إنشاء الحساب والتحقق من البريد وتطبيق PCA Child فتصبح متاحة في إصدار لاحق.,**لم تُفتح PCA لإنشاء حسابات جديدة بعد.** تشرح هذه الصفحة رحلة الإعداد التي نعمل على بنائها حتى تعرف ما الذي تتوقعه. وسيُتاح إنشاء الحساب وتأكيد البريد الإلكتروني وتطبيق PCA Child في إصدار لاحق.,YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING;FEATURE_OR_RELEASE_STATUS,NO,PENDING,
release.reportingPending,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",PCA has not opened its reporting channels yet. They will be published on the Contact page before PCA opens to families.,لم تفتح PCA قنوات الإبلاغ بعد. وستُنشر في صفحة التواصل قبل أن تُفتح PCA للأسر.,لم تفتح PCA قنوات الإبلاغ بعد. وستُنشر هذه القنوات في صفحة التواصل قبل إتاحة PCA للأسر.,YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING;FEATURE_OR_RELEASE_STATUS,NO,PENDING,
status.available,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",Available,متوفر,متاح,YES,REVISE_LOW,CLM-021; CLM-046,VERIFIED_AVAILABLE; VERIFIED_AVAILABLE,APPLIED,"Reviewer selected this row for owner attention: CHANGED_STRING;FEATURE_OR_RELEASE_STATUS | APPLIED and claim-bearing (CLM-021; CLM-046). Terminology only: «متوفر» → «متاح», the conventional Arabic for an ""Available"" status. No change in claim strength.",NO,PENDING,
status.later,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",Coming later,قادم لاحقًا,قادم لاحقًا,NO,PASS,CLM-019; CLM-020; CLM-024; CLM-026; CLM-037; CLM-059,COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER,UNCHANGED,Reviewer selected this row for owner attention: FEATURE_OR_RELEASE_STATUS,NO,PENDING,
status.limited,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",Limited,محدود,محدود,NO,PASS,CLM-015,LIMITED,UNCHANGED,Reviewer selected this row for owner attention: FEATURE_OR_RELEASE_STATUS,NO,PENDING,
status.platform,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",Requires platform support,يعتمد على دعم المنصة,يتطلب دعم المنصة,YES,REVISE_HIGH,CLM-028; CLM-029; CLM-030; CLM-031; CLM-032; CLM-033; CLM-034; CLM-035; CLM-036,REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT,APPLIED,"Reviewer selected this row for owner attention: CHANGED_STRING;FEATURE_OR_RELEASE_STATUS | APPLIED and claim-bearing (CLM-028; CLM-029; CLM-030; CLM-031; CLM-032; CLM-033; CLM-034; CLM-035; CLM-036). Restores requirement strength. «يعتمد على دعم المنصة» (""depends on"") → «يتطلب دعم المنصة» (""requires""), matching EN ""Requires platform support"". This label renders for nine REQUIRES_PLATFORM_SUPPORT claims, so the weaker Arabic understated the condition on all nine.",NO,PENDING,
terms.acceptableUse.body,/ar/terms/,Terms (provisional draft),"Do not use PCA to harass, unlawfully monitor, compromise devices, bypass other people's rights or submit abusive/illegal content through support features.",لا تستخدم PCA للمضايقة أو المراقبة غير القانونية أو اختراق الأجهزة أو تجاوز حقوق الآخرين أو إرسال محتوى مسيء أو غير قانوني عبر الدعم.,لا تستخدم PCA للمضايقة أو المراقبة غير القانونية أو اختراق الأجهزة أو تجاوز حقوق الآخرين أو إرسال محتوى مسيء أو غير قانوني عبر الدعم.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.acceptableUse.title,/ar/terms/,Terms (provisional draft),Acceptable use,الاستخدام المقبول,الاستخدام المقبول,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.accountSecurity.body,/ar/terms/,Terms (provisional draft),Users are responsible for protecting their account credentials and reporting suspected unauthorized access. PCA must also apply its approved account-security controls.,يتحمل المستخدم مسؤولية حماية بيانات الدخول والإبلاغ عن أي وصول غير مصرح به، وعلى PCA تطبيق ضوابط الأمان المعتمدة أيضًا.,يتحمل المستخدم مسؤولية حماية بيانات الدخول والإبلاغ عن أي وصول غير مصرح به، وعلى PCA تطبيق ضوابط الأمان المعتمدة أيضًا.,NO,REVISE_MEDIUM,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (REVISE_MEDIUM). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: يتحمل المستخدم مسؤولية حماية بيانات اعتماد حسابه والإبلاغ عن أي وصول يُشتبه في أنه غير مصرح به. ويجب على PCA أيضًا تطبيق ضوابط أمان الحساب المعتمدة.,YES,PENDING,
terms.accountSecurity.title,/ar/terms/,Terms (provisional draft),Account security,أمان الحساب,أمان الحساب,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
