KEY,ROUTE,PAGE_NAME,SECTION_OR_COMPONENT,ENGLISH_SOURCE,CURRENT_ARABIC,CLAIM_ID,CLAIM_STATUS,CONTENT_CATEGORY,RISK_LEVEL,REVIEW_DECISION,PROPOSED_ARABIC,REVIEWER_NOTE,LEGAL_REVIEW_REQUIRED
privacyPolicy.feedback.body,/ar/privacy-policy/,Privacy Policy (provisional draft),feedback,Feedback should include only information intentionally provided by the parent and approved minimal case metadata. Sensitive child activity is not automatically attached.,يجب أن تحتوي الملاحظات على ما يرسله الوالد عمدًا مع الحد الأدنى من معلومات الحالة المعتمدة فقط. ولا يتم إرفاق نشاط الطفل الحساس تلقائيًا.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.feedback.title,/ar/privacy-policy/,Privacy Policy (provisional draft),feedback,Feedback/support,الدعم والملاحظات,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.hero.title,/ar/privacy-policy/,Privacy Policy (provisional draft),hero,Privacy Policy,سياسة الخصوصية,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.notCollected.body,/ar/privacy-policy/,Privacy Policy (provisional draft),notCollected,"PCA central systems must not store readable child photos, videos, arbitrary files, messages, app-usage history, browsing history, precise-location history, microphone recordings, screenshots/background recordings, passwords or credentials.",الصور، الفيديوهات، الملفات العشوائية، الرسائل، سجل استخدام التطبيقات، سجل التصفح، سجل الموقع الدقيق، تسجيلات الميكروفون، لقطات/تسجيلات الشاشة في الخلفية، كلمات المرور وبيانات الاعتماد.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.notCollected.title,/ar/privacy-policy/,Privacy Policy (provisional draft),notCollected,Information not intended for readable central collection,معلومات لا ينبغي جمعها مركزيًا بشكل مقروء,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.processing.body,/ar/privacy-policy/,Privacy Policy (provisional draft),processing,Protection features may process relevant information locally on the child or trusted parent device.,قد تعالج وظائف الحماية المعلومات ذات الصلة محليًا على جهاز الطفل أو جهاز الوالدين الموثوق.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.processing.title,/ar/privacy-policy/,Privacy Policy (provisional draft),processing,Protection processing,معالجة الحماية,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.providers.body,/ar/privacy-policy/,Privacy Policy (provisional draft),providers,Final provider list is pending deployment/runtime inventory.,القائمة النهائية تحتاج جردًا من بيئة التشغيل والنشر.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.providers.title,/ar/privacy-policy/,Privacy Policy (provisional draft),providers,Providers/subprocessors,المزودون والمعالجون الفرعيون,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.retention.body,/ar/privacy-policy/,Privacy Policy (provisional draft),retention,"Specific periods are pending runtime/legal review. Central information should be retained only as long as needed for service, security, legal or approved support purposes.",فترات الاحتفاظ المحددة تحتاج مراجعة فنية وقانونية. ينبغي عدم الاحتفاظ بالمعلومات المركزية إلا للمدة المطلوبة للخدمة والأمان والالتزامات القانونية أو الدعم المعتمد.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.retention.title,/ar/privacy-policy/,Privacy Policy (provisional draft),retention,Retention,الاحتفاظ,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.seo.description,/ar/privacy-policy/,Privacy Policy (provisional draft),seo,"Detailed information about how PCA processes account, technical and child-protection information. Final legal text requires runtime and legal review.",معلومات تفصيلية عن معالجة PCA لمعلومات الحساب والمعلومات التقنية ومعلومات الحماية. النص القانوني النهائي يحتاج تحققًا فنيًا ومراجعة قانونية.,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,YES
privacyPolicy.seo.title,/ar/privacy-policy/,Privacy Policy (provisional draft),seo,PCA Privacy Policy,سياسة خصوصية PCA,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,YES
privacyPolicy.summary.body,/ar/privacy-policy/,Privacy Policy (provisional draft),summary,"PCA is designed to minimize centrally readable child information. Some protection functions process information locally on trusted devices. Sensitive synchronization, where required, is designed for end-to-end encrypted delivery. Central services keep minimum account and technical data needed to operate the service.",صُممت PCA لتقليل المعلومات المقروءة مركزيًا عن الطفل. تتم بعض معالجة الحماية محليًا على الأجهزة الموثوقة. وعندما يلزم نقل معلومات حساسة بين أجهزة موثوقة، تُصمم المزامنة لتكون مشفرة من طرف إلى طرف. وتحتفظ الخدمات المركزية بالحد الأدنى من معلومات الحساب والتشغيل.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
privacyPolicy.summary.title,/ar/privacy-policy/,Privacy Policy (provisional draft),summary,Summary,ملخص,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
release.contactNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,"**We are not able to receive messages yet.** PCA is preparing its support, privacy and security contact channels, and they will be published here before PCA opens to families. The topics below show what those channels will cover.",**لا يمكننا استقبال الرسائل بعد.** تُعِدّ PCA قنوات الدعم والخصوصية والأمان، وستُنشر هنا قبل أن تُفتح PCA للأسر. والمواضيع أدناه توضح ما ستغطيه هذه القنوات.,NONE,NONE,RELEASE_STATE_NOTICE,CRITICAL,PENDING_REVIEW,,,NO
release.journeyNotice,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,"**PCA is not open for new accounts yet.** This page explains the setup journey we are building so you know what to expect. Account creation, email verification and the PCA Child app all become available in a later release.",**لم تُفتح PCA لإنشاء حسابات جديدة بعد.** تشرح هذه الصفحة رحلة الإعداد التي نبنيها حتى تعرف ما الذي ينتظرك. أما إنشاء الحساب والتحقق من البريد وتطبيق PCA Child فتصبح متاحة في إصدار لاحق.,NONE,NONE,RELEASE_STATE_NOTICE,CRITICAL,PENDING_REVIEW,,,NO
release.reportingPending,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",release,PCA has not opened its reporting channels yet. They will be published on the Contact page before PCA opens to families.,لم تفتح PCA قنوات الإبلاغ بعد. وستُنشر في صفحة التواصل قبل أن تُفتح PCA للأسر.,NONE,NONE,RELEASE_STATE_NOTICE,CRITICAL,PENDING_REVIEW,,,NO
status.available,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Available,متوفر,CLM-021; CLM-046,VERIFIED_AVAILABLE; VERIFIED_AVAILABLE,FEATURE_STATUS,CRITICAL,PENDING_REVIEW,,,NO
status.later,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Coming later,قادم لاحقًا,CLM-019; CLM-020; CLM-024; CLM-026; CLM-037; CLM-059,COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER; COMING_LATER,FEATURE_STATUS,CRITICAL,PENDING_REVIEW,,,NO
status.limited,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Limited,محدود,CLM-015,LIMITED,FEATURE_STATUS,CRITICAL,PENDING_REVIEW,,,NO
status.platform,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",status,Requires platform support,يعتمد على دعم المنصة,CLM-028; CLM-029; CLM-030; CLM-031; CLM-032; CLM-033; CLM-034; CLM-035; CLM-036,REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT; REQUIRES_PLATFORM_SUPPORT,FEATURE_STATUS,CRITICAL,PENDING_REVIEW,,,NO
terms.acceptableUse.body,/ar/terms/,Terms (provisional draft),acceptableUse,"Do not use PCA to harass, unlawfully monitor, compromise devices, bypass other people's rights or submit abusive/illegal content through support features.",لا تستخدم PCA للمضايقة أو المراقبة غير القانونية أو اختراق الأجهزة أو تجاوز حقوق الآخرين أو إرسال محتوى مسيء أو غير قانوني عبر الدعم.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.acceptableUse.title,/ar/terms/,Terms (provisional draft),acceptableUse,Acceptable use,الاستخدام المقبول,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.accountSecurity.body,/ar/terms/,Terms (provisional draft),accountSecurity,Users are responsible for protecting their account credentials and reporting suspected unauthorized access. PCA must also apply its approved account-security controls.,يتحمل المستخدم مسؤولية حماية بيانات الدخول والإبلاغ عن أي وصول غير مصرح به، وعلى PCA تطبيق ضوابط الأمان المعتمدة أيضًا.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.accountSecurity.title,/ar/terms/,Terms (provisional draft),accountSecurity,Account security,أمان الحساب,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.availability.body,/ar/terms/,Terms (provisional draft),availability,"Features can vary by platform, device, browser, entitlement and release stage. PCA will not treat “Coming Later” functionality as a current contractual promise.",قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والصلاحيات والإصدار. المزايا المصنفة “قادم لاحقًا” ليست وعدًا تعاقديًا حاليًا.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.availability.title,/ar/terms/,Terms (provisional draft),availability,Feature availability,توفر المزايا,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.changes.body,/ar/terms/,Terms (provisional draft),changes,"Final legal wording for updates, suspension, termination and service availability is pending owner approval.",النص القانوني المتعلق بالتحديثات والإيقاف والإنهاء وتوفر الخدمة ما زال بانتظار الاعتماد.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.changes.title,/ar/terms/,Terms (provisional draft),changes,Changes and service availability,التغييرات وتوفر الخدمة,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.hero.title,/ar/terms/,Terms (provisional draft),hero,Terms,الشروط,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.privacy.body,/ar/terms/,Terms (provisional draft),privacy,Use of PCA is subject to the final Privacy Policy.,يخضع استخدام PCA لسياسة الخصوصية النهائية.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.privacy.title,/ar/terms/,Terms (provisional draft),privacy,Privacy,الخصوصية,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.responsibility.body,/ar/terms/,Terms (provisional draft),responsibility,"PCA supports family protection decisions but does not replace parental judgment, communication, professional advice or emergency services.",PCA أداة مساعدة لقرارات الحماية الأسرية، ولا تحل محل الحكم السليم أو الحوار أو المشورة المتخصصة أو خدمات الطوارئ.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.responsibility.title,/ar/terms/,Terms (provisional draft),responsibility,Parent responsibility,مسؤولية الوالدين,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.seo.description,/ar/terms/,Terms (provisional draft),seo,Provisional PCA service terms. Final terms require owner and legal approval before publication.,مسودة أولية لشروط استخدام PCA. تحتاج الشروط النهائية مراجعة قانونية واعتماد المالك قبل النشر.,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,YES
terms.seo.title,/ar/terms/,Terms (provisional draft),seo,PCA Terms of Service,شروط استخدام PCA,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,YES
terms.using.body,/ar/terms/,Terms (provisional draft),using,PCA is intended to help authorized parents/guardians manage supported digital child-protection functions. Users must use PCA lawfully and only for children/devices they are authorized to manage.,PCA مخصصة لمساعدة الوالدين أو الأوصياء المخولين على إدارة وظائف حماية رقمية مدعومة للأطفال. يجب استخدامها بشكل قانوني وعلى الأجهزة والأطفال الذين يملك المستخدم صلاحية إدارتهم.,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
terms.using.title,/ar/terms/,Terms (provisional draft),using,Using PCA,استخدام PCA,NONE,NONE,LEGAL_TEXT,CRITICAL,PENDING_REVIEW,,,YES
video.captions.ar,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",video,Arabic,العربية,NONE,NONE,BODY_COPY,MEDIUM,PENDING_REVIEW,,,NO
video.captions.en,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",video,English,الإنجليزية,NONE,NONE,BODY_COPY,MEDIUM,PENDING_REVIEW,,,NO
video.enroll.summary,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),enroll,"The whole setup walked through end to end, from creating your parent account to reviewing protection status, so you know what to expect before you begin.",شرح كامل لخطوات الإعداد، من إنشاء حساب الوالدين حتى مراجعة حالة الحماية، لتعرف ما ينتظرك قبل أن تبدأ.,NONE,NONE,VIDEO_SCRIPT,HIGH,PENDING_REVIEW,,,NO
video.enroll.title,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),enroll,How to Enroll with PCA,خطوات التسجيل في PCA,NONE,NONE,VIDEO_SCRIPT,HIGH,PENDING_REVIEW,,,NO
video.enroll.transcript,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),enroll,"[1] Start by creating your PCA Parent account with your email address and a password.
[2] Open your inbox and confirm your email address to activate the account.
[3] Add your child inside PCA Parent. You only need enough detail to tell one child's protection from another's.
[4] Choose the platform your child's device uses. Android is the planned first platform for PCA Child, and iPhone and iPad child protection is planned for a later release.
[5] Create an invitation for that child. The invitation is what links a device to your family and to no one else's.
[6] When PCA Child is released, you will install it and open it on your child's device.
[7] Enter the setup code from the invitation, or open the setup link, so the child device and your parent account are matched to each other.
[8] Confirm the connection on the child device and allow the permissions PCA needs to apply your rules.
[9] Back in PCA Parent, choose the protections that fit this child: screen time, schedules, and app or web controls where the platform supports them.
[10] Finally, review the protection status, so you can see whether protection is working and what needs your attention.","[1] ابدأ بإنشاء حساب PCA Parent باستخدام بريدك الإلكتروني وكلمة مرور.
[2] ثم افتح بريدك وأكّد عنوانك الإلكتروني لتفعيل الحساب.
[3] أضف طفلك داخل PCA Parent، ويكفي من المعلومات ما يميّز حماية كل طفل عن غيره.
[4] اختر نوع الجهاز الذي يستخدمه طفلك؛ فأندرويد هي المنصة الأولى المخطط لها في PCA Child، أما حماية الأطفال على iPhone وiPad فهي مخططة لإصدار لاحق.
[5] أنشئ دعوة خاصة بهذا الطفل، فهي ما يربط الجهاز بأسرتك أنت دون غيرها.
[6] وعند إطلاق PCA Child ستثبّته وتفتحه على جهاز طفلك.
[7] أدخل رمز الإعداد الوارد في الدعوة، أو افتح رابط الإعداد، ليقترن جهاز الطفل بحساب الوالدين.
[8] أكّد الربط على جهاز الطفل، وامنح PCA الأذونات اللازمة لتطبيق القواعد التي اخترتها.
[9] عد إلى PCA Parent واختر وسائل الحماية المناسبة لهذا الطفل: وقت الشاشة، والجداول الزمنية، والتحكم بالتطبيقات والويب حيث تدعم المنصة ذلك.
[10] وأخيرًا راجع حالة الحماية لتعرف ما إذا كانت تعمل وما الذي يحتاج إلى انتباهك.",NONE,NONE,VIDEO_TRANSCRIPT,HIGH,PENDING_REVIEW,,,NO
video.intro.summary,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),intro,"A short introduction to why PCA exists, what it helps you do day to day, and how it is designed to protect your child without building a readable central profile of their activity.",مقدمة قصيرة تشرح سبب وجود PCA، وما الذي تساعدك عليه في يومك، وكيف صُممت لحماية طفلك دون إنشاء ملف مركزي مقروء عن نشاطه.,NONE,NONE,VIDEO_SCRIPT,HIGH,PENDING_REVIEW,,,NO
video.intro.title,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),intro,PCA Introduction,نبذة تعريفية عن PCA,NONE,NONE,VIDEO_SCRIPT,HIGH,PENDING_REVIEW,,,NO
video.intro.transcript,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),intro,"[1] Children are protected everywhere they go — at home, at school, in the places where they play.
[2] The digital spaces where they spend time deserve that same everyday care.
[3] PCA began with a father's concern for his own children, and the belief that online life should not be the exception.
[4] So PCA is built to help with the everyday things where the child's platform supports them: screen time, safer browsing, app and web controls, and schedules that suit your family.
[5] It can tell you when something needs your attention, and it gives your child a clear way to ask for more time or access.
[6] PCA also takes a different approach to privacy: it is designed to protect your child without building a readable central profile of them.
[7] Routine protection does not require PCA to collect your child's photos, videos, files or messages.
[8] We believe a safer digital world should not depend on a family's income, so affordability and broad access are part of how PCA is designed.
[9] Start protecting your child's digital spaces. See how PCA works, step by step.","[1] في البيت وفي المدرسة وفي الأماكن التي يلعبون فيها، نحرص دائمًا على حماية أطفالنا.
[2] والمساحات الرقمية التي يقضون فيها وقتهم تستحق العناية نفسها.
[3] بدأت PCA من اهتمام أبٍ بحماية أطفاله، ومن قناعة بأن حياتهم على الإنترنت ليست استثناءً.
[4] ولذلك بُنيت PCA لمساعدتك في الأمور اليومية، بحسب ما تدعمه منصة جهاز الطفل: وقت الشاشة، وتصفح أكثر أمانًا، والتحكم بالتطبيقات والويب، وجداول تناسب يوم أسرتك.
[5] وتنبّهك عندما يحتاج أمر ما إلى انتباهك، وتمنح طفلك طريقة واضحة ليطلب وقتًا إضافيًا أو إذنًا بالوصول.
[6] ولـ PCA نهج مختلف في الخصوصية: صُممت لحماية طفلك دون إنشاء ملف مركزي مقروء عنه.
[7] فالحماية اليومية لا تتطلب من PCA جمع صور طفلك أو مقاطعه المصوّرة أو ملفاته أو رسائله.
[8] ونؤمن بأن عالمًا رقميًا أكثر أمانًا لا ينبغي أن يرتبط بدخل الأسرة، لذلك كانت التكلفة المعقولة وسعة الإتاحة جزءًا من تصميم PCA.
[9] ابدأ بحماية المساحات الرقمية لطفلك، وتعرّف على طريقة عمل PCA خطوة بخطوة.",NONE,NONE,VIDEO_TRANSCRIPT,HIGH,PENDING_REVIEW,,,NO
video.seo.description,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),seo,"Two short PCA videos with full written transcripts: why PCA exists, and how to set up protection for your child step by step.",فيديوهان قصيران مع النص المكتوب كاملًا: لماذا وُجدت PCA، وكيف تُعِدّ الحماية لطفلك خطوة بخطوة.,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,NO
video.seo.title,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),seo,PCA Videos — Introduction and Setup,فيديوهات PCA — التعريف وخطوات الإعداد,NONE,NONE,SEO_METADATA,MEDIUM,PENDING_REVIEW,,,NO
video.transcriptLabel,/ar/ /ar/how-it-works/ /ar/privacy/ /ar/contact/ /ar/accessibility/ /ar/privacy-policy/ /ar/terms/,"Site-wide (header, footer, navigation)",video,Read the transcript,اقرأ النص المكتوب,NONE,NONE,BODY_COPY,MEDIUM,PENDING_REVIEW,,,NO
