TABLE_NAME,COLUMN_NAME,DATA_TYPE,PRIVACY_CLASS,RATIONALE
parent_accounts,default_parent_member_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_accounts,default_managed_device_limit,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_accounts,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_accounts,verified_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_accounts,disabled_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_email_verification_codes,code_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_email_verification_codes,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_email_verification_codes,code_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
parent_email_verification_codes,password_hash,varchar(255),ACCOUNT_AUTH,Password/credential material.
parent_email_verification_codes,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_email_verification_codes,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_email_verification_codes,consumed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_email_verification_codes,attempt_count,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
parent_password_reset_codes,code_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_password_reset_codes,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
parent_password_reset_codes,code_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
parent_password_reset_codes,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_password_reset_codes,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_password_reset_codes,consumed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
parent_password_reset_codes,attempt_count,int,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
platform_admin_accounts,admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_accounts,email_hash,varbinary(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_accounts,display_name,varchar(128),OTHER,Platform Admin staff member's own chosen display name -- not a parent or child; not central child/family data.
platform_admin_accounts,password_credential,varchar(255),ACCOUNT_AUTH,Password/credential material.
platform_admin_accounts,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_accounts,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_accounts,disabled_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_audit_events,event_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_audit_events,event_type,varchar(40),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_audit_events,actor_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_audit_events,actor_role,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_audit_events,target_ref,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_audit_events,result,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_audit_events,occurred_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_audit_events,correlation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_audit_events,metadata_json,json,OPERATIONAL_METADATA,Platform Admin internal structured JSON (audit metadata / settings value) — not schema-constrained; see PCA_CANONICAL_SCHEMA_REPORT.md caveat.
platform_admin_login_attempts,attempt_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_login_attempts,email_hash,varbinary(32),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_login_attempts,outcome,varchar(20),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_login_attempts,occurred_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_mfa_state,admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_mfa_state,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_mfa_state,totp_secret_ciphertext,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_mfa_state,totp_secret_nonce,varbinary(16),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_mfa_state,activated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_mfa_state,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_mfa_state,last_accepted_totp_counter,bigint,SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_role_assignments,assignment_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_role_assignments,admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_role_assignments,role,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_role_assignments,granted_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_role_assignments,revoked_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_role_assignments,granted_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_role_assignments,active_role_marker,varchar(32),OPERATIONAL_METADATA,"Uniqueness-marker value (supports 'at most one active role per admin'-style partial-unique index), not personal data."
platform_admin_security_alerts,alert_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_security_alerts,recipient_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_security_alerts,source_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_security_alerts,kind,varchar(20),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_security_alerts,occurred_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_security_alerts,correlation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_security_alerts,delivery_state,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_security_alerts,delivered_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_sessions,session_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_sessions,admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_sessions,token_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
platform_admin_sessions,realm,varchar(24),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_sessions,issued_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_sessions,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_sessions,revoked_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_settings,setting_key,varchar(128),OPAQUE_IDENTIFIER,Name/key of a Platform Admin setting.
platform_admin_settings,category,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary settings category.
platform_admin_settings,value_json,text,OPERATIONAL_METADATA,Platform Admin internal structured JSON (audit metadata / settings value) — not schema-constrained; see PCA_CANONICAL_SCHEMA_REPORT.md caveat.
platform_admin_settings,is_sensitive,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
platform_admin_settings,masked_display,varchar(128),READABLE_PARENT_DATA,"Parent-visible billing/display label (e.g. invoice line description, masked card label) — not child/family activity content."
platform_admin_settings,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_settings,updated_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_step_up_sessions,step_up_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_step_up_sessions,admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_step_up_sessions,session_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
platform_admin_step_up_sessions,scope,varchar(40),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
platform_admin_step_up_sessions,asserted_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_step_up_sessions,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
platform_admin_step_up_sessions,consumed_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
protection_alerts,alert_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
protection_alerts,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
protection_alerts,device_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
protection_alerts,parent_device_id,varchar(200),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
protection_alerts,trigger_type,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
protection_alerts,key_epoch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
protection_alerts,generated_at_utc,datetime(3),OPERATIONAL_METADATA,Timestamp.
protection_alerts,encrypted_payload_b64,mediumtext,ENCRYPTED_PAYLOAD,Opaque ciphertext (migration 0025): no acknowledge/decrypt/plaintext-read operation exists server-side.
protection_alerts,nonce_b64,varchar(64),SECURITY_METADATA,AEAD nonce for the ciphertext column.
protection_alerts,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
recovery_envelopes,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
recovery_envelopes,ciphertext,mediumblob,ENCRYPTED_PAYLOAD,"Opaque recovery envelope payload, never plaintext family/child content."
recovery_envelopes,version,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
recovery_envelopes,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
recovery_envelopes,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
relay_envelopes,message_id,varchar(128),OPAQUE_IDENTIFIER,"Opaque bounded application identifier (migration 0001 TYPE DECISIONS), not message content."
relay_envelopes,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
relay_envelopes,sender_device_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
relay_envelopes,recipient_device_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
relay_envelopes,ciphertext,mediumblob,ENCRYPTED_PAYLOAD,Opaque encrypted/binary payload.
relay_envelopes,state,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
relay_envelopes,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
relay_envelopes,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
relay_envelopes,acknowledged_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
release_current_pointers,package_type,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
release_current_pointers,platform,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
release_current_pointers,version,varchar(32),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_current_pointers,version_major,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_current_pointers,version_minor,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_current_pointers,version_patch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_current_pointers,is_explicit_rollback,tinyint(1),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_current_pointers,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
release_packages,release_id,varchar(256),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
release_packages,package_type,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
release_packages,platform,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
release_packages,version,varchar(32),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_packages,artifact_digest,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
release_packages,artifact_size_bytes,bigint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_packages,signing_key_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
release_packages,signed_metadata,mediumblob,ENCRYPTED_PAYLOAD,Opaque encrypted/binary payload.
release_packages,minimum_supported_version,varchar(32),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
release_packages,state,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
release_packages,published_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
release_packages,retired_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
safe_zones,zone_id,varchar(64),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
safe_zones,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
safe_zones,recipient_endpoint_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
safe_zones,ciphertext,mediumblob,ENCRYPTED_PAYLOAD,Opaque encrypted payload (migration 0020): must never hold a readable label/coordinate/radius/policy.
safe_zones,nonce,varbinary(64),SECURITY_METADATA,AEAD nonce for the ciphertext column.
safe_zones,key_epoch,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
safe_zones,revision,int unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
safe_zones,delivery_state,varchar(24),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
safe_zones,created_at,datetime(6),OPERATIONAL_METADATA,Timestamp.
safe_zones,updated_at,datetime(6),OPERATIONAL_METADATA,Timestamp.
schema_migrations,version,varchar(255),OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
schema_migrations,applied_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
security_audit_metadata,event_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
security_audit_metadata,event_type,varchar(32),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
security_audit_metadata,actor_reference_hash,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
security_audit_metadata,subject_reference_hash,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
security_audit_metadata,correlation_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
security_audit_metadata,occurred_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_account_family_scopes,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
service_account_family_scopes,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
service_account_family_scopes,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
service_account_family_scopes,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_accounts,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
service_accounts,account_reference_hash,varbinary(255),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
service_accounts,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_accounts,disabled_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_sessions,session_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
service_sessions,account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
service_sessions,token_hash,char(64),SECURITY_METADATA,"Authentication/verification/integrity hash material, never a raw secret or raw identifying value."
service_sessions,issued_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_sessions,expires_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
service_sessions,revoked_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_accounts,settlement_account_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_accounts,provider_ref,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_accounts,display_label,varchar(64),READABLE_PARENT_DATA,"Parent-visible billing/display label (e.g. invoice line description, masked card label) — not child/family activity content."
settlement_accounts,settlement_currency,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_accounts,status,varchar(16),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_accounts,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_accounts,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batch_items,settlement_batch_item_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batch_items,settlement_batch_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batch_items,payment_transaction_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batch_items,amount_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batch_items,currency_code,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_batch_items,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,settlement_batch_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batches,settlement_account_ref,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batches,settlement_currency,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_batches,period_start,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,period_end,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,expected_gross_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,fees_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,net_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,received_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,difference_minor,bigint,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,status,varchar(24),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_batches,provider_ref,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batches,resolution_reason,varchar(500),OPERATIONAL_METADATA,"Admin-authored free-text business-process justification (always paired with a *_by_admin_id column) — never child/family personal content, but genuinely free-text; see PCA_CANONICAL_SCHEMA_REPORT.md caveat."
settlement_batches,resolved_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batches,resolved_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,created_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_batches,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,usd_normalized_rate,"decimal(24,10)",OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_batches,usd_normalized_recorded_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_batches,usd_normalized_by_admin_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_fx_snapshots,settlement_fx_snapshot_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_fx_snapshots,settlement_batch_item_id,char(36),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_fx_snapshots,source_currency,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_fx_snapshots,settlement_currency,char(3),OPERATIONAL_METADATA,Closed-vocabulary status/type/category/currency/market column.
settlement_fx_snapshots,recorded_rate,"decimal(24,10)",OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
settlement_fx_snapshots,effective_timestamp,datetime(3),OPERATIONAL_METADATA,Timestamp.
settlement_fx_snapshots,provider_ref,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
settlement_fx_snapshots,created_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
sync_sequence_progress_ledger,family_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
sync_sequence_progress_ledger,sender_key_id,varchar(128),OPAQUE_IDENTIFIER,Opaque application identifier (see PCA_RELATIONSHIP_ENFORCEMENT_MATRIX.md for FK/soft-reference classification).
sync_sequence_progress_ledger,last_applied_sequence,bigint unsigned,OPERATIONAL_METADATA,"Numeric/boolean operational counter, limit, flag, rate, or version."
sync_sequence_progress_ledger,updated_at,datetime(3),OPERATIONAL_METADATA,Timestamp.
