OBJECT_TYPE,OBJECT_NAME,SOURCE_PATH,SOURCE_LINE_OR_MIGRATION,CURRENT_USE,RUNTIME_WRITER,RUNTIME_READER,OWNER_MODULE,V1_REQUIRED,NOTES
APPLICATION_ENFORCED_RELATION,envelope_replay_ledger.family_id,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/familyenvelope,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,eye_protection_settings,backend/migrations/0032_eye_protection_settings.sql,0032_eye_protection_settings.sql,ACTIVE,backend/src/eyeprotection/MySqlEyeProtectionSettingsRepository.ts,backend/src/eyeprotection/MySqlEyeProtectionSettingsRepository.ts,backend/src/db,YES,
INDEX,eye_protection_settings.eye_protection_settings_family_idx,backend/migrations/0032_eye_protection_settings.sql,0032_eye_protection_settings.sql,ACTIVE,,,backend/src/db,YES,columns: family_id
APPLICATION_ENFORCED_RELATION,eye_protection_settings.family_id,backend/migrations/0032_eye_protection_settings.sql,0032_eye_protection_settings.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,eye_protection_settings.child_profile_id,backend/migrations/0032_eye_protection_settings.sql,0032_eye_protection_settings.sql,ACTIVE,,,backend/src/db,YES,"-> family_child_memberships.child_profile_id: Same soft-reference convention as enrollment_invitations.child_profile_id, by direct extension (created migration 0032, using the identical type established by 0019, before the registry existed). (source: backend/migrations/0036_family_child_memberships.sql:24-33 (by extension))"
TABLE,families,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/http/routes/platformadmin/entitlementRoutes.ts;backend/src/parentaccount/MySqlParentAccountRepository.ts;backend/src/platformadmin/accounts/FamilyAccountStatusService.ts;backend/src/platformadmin/readmodels/AccountsReadModel.ts;backend/src/platformadmin/readmodels/DashboardReadModel.ts,backend/src/parentaccount/MySqlParentAccountRepository.ts;backend/src/platformadmin/accounts/FamilyAccountStatusService.ts;backend/src/platformadmin/readmodels/AccountsReadModel.ts;backend/src/platformadmin/readmodels/DashboardReadModel.ts,backend/src/http,YES,
UNIQUE_CONSTRAINT,families.families_family_reference_hash_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: family_reference_hash
INDEX,families.families_status_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: status
INDEX,families.families_suspended_by_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,columns: suspended_by_admin_id
FOREIGN_KEY,families.families_suspended_by_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/http,YES,families.(suspended_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,family_audit_events,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,backend/src/familyrbac/MySqlFamilyAuditEventLedger.ts,backend/src/familyrbac/MySqlFamilyAuditEventLedger.ts,backend/src/db,YES,
INDEX,family_audit_events.family_audit_events_expires_at_idx,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,,,backend/src/db,YES,columns: expires_at
INDEX,family_audit_events.family_audit_events_family_idx,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,generated_at_utc"
INDEX,family_audit_events.family_audit_events_parent_device_idx,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,parent_device_id,generated_at_utc"
APPLICATION_ENFORCED_RELATION,family_audit_events.family_id,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,family_audit_events.parent_device_id,backend/migrations/0028_family_audit_events.sql,0028_family_audit_events.sql,ACTIVE,,,backend/src/db,YES,"-> devices.device_id: Opaque ciphertext + typed routing metadata only, never a readable value; mirrors protection_alerts exactly. (source: backend/migrations/0028_family_audit_events.sql:1-14)"
TABLE,family_authority_attestations,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,backend/src/familycommercial/authority/MySqlAttestationChainStore.ts,backend/src/familycommercial/authority/MySqlAttestationChainStore.ts,backend/src/db,YES,
UNIQUE_CONSTRAINT,family_authority_attestations.family_authority_attestations_family_revision_key,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,attestation_revision"
FOREIGN_KEY,family_authority_attestations.family_authority_attestations_genesis_fk,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,family_authority_attestations.(family_id) -> family_authority_genesis_anchors.(family_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,family_authority_attestations.family_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,family_authority_attestations.owner_device_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,-> devices.device_id: Cryptographic self-certification substitutes for DB referential integrity. (source: backend/migrations/0011_family_commercial_authority.sql:6-16)
APPLICATION_ENFORCED_RELATION,family_authority_attestations.signer_device_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,-> devices.device_id: Cryptographic self-certification substitutes for DB referential integrity. (source: backend/migrations/0011_family_commercial_authority.sql:6-16)
APPLICATION_ENFORCED_RELATION,family_authority_attestations.previous_attestation_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,"-> family_authority_attestations.attestation_id: Self-referential hash-chain pointer; chain integrity is verified by signature, not FK. (source: backend/migrations/0011_family_commercial_authority.sql:6-16)"
TABLE,family_authority_chain_heads,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,backend/src/familycommercial/authority/MySqlAttestationChainStore.ts,backend/src/familycommercial/authority/MySqlAttestationChainStore.ts,backend/src/db,YES,
INDEX,family_authority_chain_heads.family_authority_chain_heads_attestation_fk,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,head_attestation_id"
FOREIGN_KEY,family_authority_chain_heads.family_authority_chain_heads_attestation_fk,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,"family_authority_chain_heads.(family_id,head_attestation_id) -> family_authority_attestations.(family_id,attestation_id) ON DELETE NO ACTION ON UPDATE NO ACTION"
FOREIGN_KEY,family_authority_chain_heads.family_authority_chain_heads_genesis_fk,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,family_authority_chain_heads.(family_id) -> family_authority_genesis_anchors.(family_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,family_authority_chain_heads.family_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,family_authority_genesis_anchors,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,backend/src/familycommercial/authority/MySqlGenesisAnchorStore.ts,backend/src/familycommercial/authority/MySqlGenesisAnchorStore.ts,backend/src/db,YES,
APPLICATION_ENFORCED_RELATION,family_authority_genesis_anchors.family_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,family_authority_genesis_anchors.genesis_device_id,backend/migrations/0011_family_commercial_authority.sql,0011_family_commercial_authority.sql,ACTIVE,,,backend/src/db,YES,"-> devices.device_id: Integrity is cryptographic (signature verification by FamilyOwnerAttestationChainEngine), not referential; a dangling id would fail signature verification before being written. (source: backend/migrations/0011_family_commercial_authority.sql:6-16)"
TABLE,family_child_memberships,backend/migrations/0036_family_child_memberships.sql,0036_family_child_memberships.sql,ACTIVE,backend/src/childprofiles/MySqlChildProfileRegistryRepository.ts,backend/src/childprofiles/MySqlChildProfileRegistryRepository.ts,backend/src/childprofiles,YES,
UNIQUE_CONSTRAINT,family_child_memberships.family_child_memberships_family_creation_key,backend/migrations/0036_family_child_memberships.sql,0036_family_child_memberships.sql,ACTIVE,,,backend/src/childprofiles,YES,"columns: family_id,creation_request_key"
INDEX,family_child_memberships.family_child_memberships_family_id_idx,backend/migrations/0036_family_child_memberships.sql,0036_family_child_memberships.sql,ACTIVE,,,backend/src/childprofiles,YES,columns: family_id
APPLICATION_ENFORCED_RELATION,family_child_memberships.family_id,backend/migrations/0036_family_child_memberships.sql,0036_family_child_memberships.sql,ACTIVE,,,backend/src/childprofiles,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,family_member_invitations,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,backend/src/familymembers/MySqlFamilyMemberInvitationRepository.ts,backend/src/familymembers/FamilyMemberInvitationRepository.ts;backend/src/familymembers/MySqlFamilyMemberInvitationRepository.ts,backend/src/familymembers,YES,
INDEX,family_member_invitations.family_member_invitations_email_hash_idx,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,,,backend/src/familymembers,YES,columns: invited_email_hash
INDEX,family_member_invitations.family_member_invitations_family_id_idx,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,,,backend/src/familymembers,YES,columns: family_id
UNIQUE_CONSTRAINT,family_member_invitations.family_member_invitations_pending_email_key,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,,,backend/src/familymembers,YES,"columns: family_id,pending_invited_email_hash"
APPLICATION_ENFORCED_RELATION,family_member_invitations.family_id,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,,,backend/src/familymembers,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,family_rbac_policy_config,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,backend/src/familyrbac/FamilyRbacPolicyConfigStore.ts,backend/src/familyrbac/FamilyRbacPolicyConfigStore.ts,backend/src/db,YES,
APPLICATION_ENFORCED_RELATION,family_rbac_policy_config.family_id,backend/migrations/0027_family_member_invitations.sql,0027_family_member_invitations.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,licenses,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,backend/src/authz/MySqlAuthzRepository.ts,backend/src/authz,YES,
INDEX,licenses.licenses_account_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/authz,YES,columns: account_id
UNIQUE_CONSTRAINT,licenses.licenses_license_reference_hash_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/authz,YES,columns: license_reference_hash
FOREIGN_KEY,licenses.licenses_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/authz,YES,licenses.(account_id) -> service_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,managed_device_slot_reservations,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts,backend/src/entitlements/slots/MySqlSlotReservationRepository.ts,backend/src/db,YES,
INDEX,managed_device_slot_reservations.managed_device_slot_reservations_family_id_status_idx,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,status"
UNIQUE_CONSTRAINT,managed_device_slot_reservations.managed_device_slot_reservations_invitation_id_key,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,columns: invitation_id
APPLICATION_ENFORCED_RELATION,managed_device_slot_reservations.family_id,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,managed_device_slot_reservations.invitation_id,backend/migrations/0006_platform_entitlements_enrollment_limits.sql,0006_platform_entitlements_enrollment_limits.sql,ACTIVE,,,backend/src/db,YES,"-> enrollment_invitations.invitation_id: DELIBERATELY not foreign-keyed: the reservation must be created and committed BEFORE the invitation it is bound to is ever persisted (reserve first, only create a usable invitation if the reservation succeeds). (source: backend/migrations/0006_platform_entitlements_enrollment_limits.sql:219-222)"
TABLE,parent_account_preferences,backend/migrations/0020_parent_preferences_safe_zones.sql,0020_parent_preferences_safe_zones.sql,ACTIVE,backend/src/parentaccount/MySqlParentPreferenceRepository.ts,backend/src/parentaccount/MySqlParentPreferenceRepository.ts,backend/src/db,YES,
TABLE,parent_accounts,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,backend/src/familymembers/MySqlFamilyMemberAccountBinder.ts;backend/src/familymembers/MySqlFamilyMemberInvitationRepository.ts;backend/src/parentaccount/freeaccess/MySqlFreeAccessAccountRepository.ts;backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/familymembers/MySqlFamilyMemberInvitationRepository.ts;backend/src/parentaccount/freeaccess/MySqlFreeAccessAccountRepository.ts;backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/familymembers,YES,
UNIQUE_CONSTRAINT,parent_accounts.parent_accounts_email_hash_key,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,,,backend/src/familymembers,YES,columns: email_hash
UNIQUE_CONSTRAINT,parent_accounts.parent_accounts_service_account_id_key,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,,,backend/src/familymembers,YES,columns: service_account_id
APPLICATION_ENFORCED_RELATION,parent_accounts.family_id,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,,,backend/src/familymembers,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,parent_email_verification_codes,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/db,YES,
INDEX,parent_email_verification_codes.parent_email_verification_codes_account_idx,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,,,backend/src/db,YES,"columns: account_id,created_at"
FOREIGN_KEY,parent_email_verification_codes.parent_email_verification_codes_account_fk,backend/migrations/0013_parent_account_identity.sql,0013_parent_account_identity.sql,ACTIVE,,,backend/src/db,YES,parent_email_verification_codes.(account_id) -> parent_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,parent_password_reset_codes,backend/migrations/0029_parent_password_reset_codes.sql,0029_parent_password_reset_codes.sql,ACTIVE,backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/parentaccount,YES,
INDEX,parent_password_reset_codes.parent_password_reset_codes_account_idx,backend/migrations/0029_parent_password_reset_codes.sql,0029_parent_password_reset_codes.sql,ACTIVE,,,backend/src/parentaccount,YES,"columns: account_id,created_at"
FOREIGN_KEY,parent_password_reset_codes.parent_password_reset_codes_account_fk,backend/migrations/0029_parent_password_reset_codes.sql,0029_parent_password_reset_codes.sql,ACTIVE,,,backend/src/parentaccount,YES,parent_password_reset_codes.(account_id) -> parent_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_accounts,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/db/schema.ts;backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin/auth/MySqlAuthRepository.ts;backend/src/platformadmin/auth/MySqlPlatformAdminAlertAdapter.ts;backend/src/platformadmin/readmodels/AdminUsersReadModel.ts,backend/src/platformadmin,YES,
UNIQUE_CONSTRAINT,platform_admin_accounts.platform_admin_accounts_email_hash_key,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: email_hash
TABLE,platform_admin_audit_events,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/http/routes/platformadmin/auditRoutes.ts;backend/src/platformadmin/audit/MySqlPlatformAdminAuditRepository.ts,backend/src/http/routes/platformadmin/auditRoutes.ts;backend/src/platformadmin/audit/MySqlPlatformAdminAuditRepository.ts;backend/src/platformadmin/readmodels/AuditReadModel.ts,backend/src/platformadmin,YES,
INDEX,platform_admin_audit_events.platform_admin_audit_events_actor_admin_id_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: actor_admin_id
INDEX,platform_admin_audit_events.platform_admin_audit_events_event_type_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: event_type
INDEX,platform_admin_audit_events.platform_admin_audit_events_occurred_at_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: occurred_at
FOREIGN_KEY,platform_admin_audit_events.platform_admin_audit_events_actor_admin_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,platform_admin_audit_events.(actor_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_login_attempts,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin,YES,
INDEX,platform_admin_login_attempts.platform_admin_login_attempts_email_hash_occurred_at_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,"columns: email_hash,occurred_at"
TABLE,platform_admin_mfa_state,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/platformadmin/auth/AuthRepository.ts;backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin/auth/MySqlAuthRepository.ts;backend/src/platformadmin/readmodels/AdminUsersReadModel.ts,backend/src/platformadmin,YES,
FOREIGN_KEY,platform_admin_mfa_state.platform_admin_mfa_state_admin_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,platform_admin_mfa_state.(admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_role_assignments,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin/auth/MySqlAuthRepository.ts;backend/src/platformadmin/auth/MySqlPlatformAdminAlertAdapter.ts;backend/src/platformadmin/readmodels/AdminUsersReadModel.ts,backend/src/platformadmin,YES,
UNIQUE_CONSTRAINT,platform_admin_role_assignments.platform_admin_role_assignments_admin_active_key,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,"columns: admin_id,active_role_marker"
INDEX,platform_admin_role_assignments.platform_admin_role_assignments_admin_id_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: admin_id
INDEX,platform_admin_role_assignments.platform_admin_role_assignments_granted_by_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: granted_by_admin_id
FOREIGN_KEY,platform_admin_role_assignments.platform_admin_role_assignments_admin_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,platform_admin_role_assignments.(admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,platform_admin_role_assignments.platform_admin_role_assignments_granted_by_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/platformadmin,YES,platform_admin_role_assignments.(granted_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_security_alerts,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,backend/src/platformadmin/auth/MySqlPlatformAdminAlertAdapter.ts,,backend/src/db,YES,
UNIQUE_CONSTRAINT,platform_admin_security_alerts.platform_admin_security_alerts_correlation_recipient_key,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,,,backend/src/db,YES,"columns: correlation_id,recipient_admin_id"
INDEX,platform_admin_security_alerts.platform_admin_security_alerts_recipient_state_idx,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,,,backend/src/db,YES,"columns: recipient_admin_id,delivery_state,occurred_at"
INDEX,platform_admin_security_alerts.platform_admin_security_alerts_source_fk,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,,,backend/src/db,YES,columns: source_admin_id
FOREIGN_KEY,platform_admin_security_alerts.platform_admin_security_alerts_recipient_fk,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,,,backend/src/db,YES,platform_admin_security_alerts.(recipient_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,platform_admin_security_alerts.platform_admin_security_alerts_source_fk,backend/migrations/0021_platform_admin_security_alerts.sql,0021_platform_admin_security_alerts.sql,ACTIVE,,,backend/src/db,YES,platform_admin_security_alerts.(source_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_sessions,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/platformadmin/auth/MySqlAuthRepository.ts,backend/src/db,YES,
INDEX,platform_admin_sessions.platform_admin_sessions_admin_id_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/db,YES,columns: admin_id
UNIQUE_CONSTRAINT,platform_admin_sessions.platform_admin_sessions_token_hash_key,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/db,YES,columns: token_hash
