ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-FR-001,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,backend/src/parentaccount/ParentAccountService.ts; backend/src/parentaccount/genesisDeviceSigner.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-002,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx | parent-web/src/pages/family/InvitationQrCode.tsx | backend/src/invitation/InvitationService.ts | backend/src/invitation/MySqlInvitationRepository.ts | android/app/src/main/java/org/pca/app/enrollment/EnrollmentLinkParser.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-002A,PCA-1,Functional,Normative text in docs/architecture/02_STAKEHOLDERS_PERSONAS_ROLES.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,backend/src/familytrustset/FamilyTrustSetEngine.ts:87 (NOT_EXACTLY_ONE_ACTIVE_OWNER check); backend/src/familytrustset/types.ts:5,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-003,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,android/app/src/main/java/org/pca/app/security/DeviceKeyPairGenerator.kt + SecureKeyStore.kt + EncryptedBlobSecureKeyStore.kt (public-key device identity not password pairing),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-004,PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,backend/src/familyrbac/policy.ts; backend/src/familyrbac/ParentActionAuthorizationService.ts; backend/src/familyrbac/TrustSetRoleResolver.ts; parent-web/src/pages/family/RolesMatrix.tsx; parent-web/src/pages/family/Members.tsx,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-004A,PCA-PA-2,Functional,Normative text in docs/architecture/02_STAKEHOLDERS_PERSONAS_ROLES.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-19 ADDENDUM-002,"backend/migrations/0006_platform_entitlements_enrollment_limits.sql:64-65 (FREE_STARTER seeds parent_member_limit=1, managed_device_limit=1)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-005,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-01 PCA-1,"backend/src/device/DeviceDirectoryService.ts, DeviceRepository.ts (device lifecycle incl. removal); backend/src/familytrustset/FamilyTrustSetEngine.ts (revocation)",CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-006,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-01 PCA-1,backend/src/recovery/RecoveryService.ts; backend/src/recoverytransaction/RecoveryTransactionCoordinator.ts; backend/src/familytrustset/FamilyTrustSetRecoveryEngine.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-007,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,android/app/src/main/java/org/pca/app/enrollment/ui/EnrollmentScreen.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-008,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,IOS_MAC_XCODE,,WS-01 PCA-1,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx; backend/src/invitation/InvitationService.ts; android/app/src/main/java/org/pca/app/enrollment/EnrollmentProfile.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentState.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentCoordinator.kt; android/app/src/main/java/org/pca/app/enrollment/ui/EnrollmentScreen.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; ios/PCA/Enrollment/ChildEnrollmentCoordinator.swift,IOS_MAC_XCODE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-010,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/engine/ScreenTimeEngine.kt + platform/StandardUsageObservationSource.kt (UsageStatsManager),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-011,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (60-min default),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-011A,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (15-180 min / 5-min increment validation),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-012,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (30-min default break),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-012A,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (5-60 min / 1-min increment validation),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-013,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt + BreakShieldViewState.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-014,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (dhikr/counter interaction),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-014A,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt | android/app/src/main/res/values/strings.xml | android/app/src/main/res/values-ar/strings.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-015,PCA-2; PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (emergency button always visible regardless of state per canRequestEmergencyException),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-015A,PCA-3,Functional,Normative text in docs/architecture (see doc 32),SOURCE_COMPLETE,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_SMS_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/engine/ScreenTimeEngine.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinator.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt; android/app/src/main/java/org/pca/app/platform/ForegroundAppPackageSource.kt; android/app/src/main/java/org/pca/app/runtime/ui/CallStatePermissionPromptPolicy.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; android/app/src/main/java/org/pca/app/MainActivity.kt; android/app/src/main/java/org/pca/app/runtime/PcaRuntime.kt,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_SMS_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-016,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/engine/ParentOverride.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-017,PCA-3; PCA-13,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/feature/screentime/clock/MonotonicClockBridge.kt + Clocks.kt (elapsed-realtime anchor) + foundation/TimeSources.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-018,PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,"android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (only duration/occurrence persisted, no interaction content transmitted); android/app/src/main/java/org/pca/app/persistence/entity/BreakSessionEntity.kt",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-020,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/platform/proximity/HardwareProximitySource.kt + PrioritizedProximitySource.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-021,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_VALIDATION_PENDING,AUTOMATED (7 evidence paths); no real-device/provider/UAT acceptance,,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/feature/eyedistance/engine/EyeDistanceEngine.kt; android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraPermissionLifecycle.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/shield/EyeDistanceShieldViewState.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/shield/EyeRestShieldScreen.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/shield/EyeRestShieldTrigger.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/ui/EyeRestShieldActivity.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/AndroidManifest.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_VALIDATION_PENDING
PCA-FR-021A,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/feature/eyedistance/engine/EyeDistanceEngine.kt (configurable threshold/cooldown parameters),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-022,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityEstimator.kt (interface contract explicitly forbids retaining any frame/landmark/embedding) + persistence/entity/ProximityEventEntity.kt (boolean/duration only),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-023,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,CAMERA_REAL_DEVICE_VALIDATION,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraXFrameSource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraPermissionLifecycle.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt,CAMERA_REAL_DEVICE_VALIDATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-024,PCA-8,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CAMERA_REAL_DEVICE_VALIDATION,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/platform/proximity/CameraXFrameSource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt; android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt,CAMERA_REAL_DEVICE_VALIDATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-030,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebFilterEngine.kt + WebRuleRepository.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-031,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebFilterTypes.kt + WebReasonCodes.kt (malware/phishing/adult categories),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-031A,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebFilterTypes.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-032,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebRuleRepository.kt (allow/deny override storage),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-033,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserActivity.kt + SafeBrowserController.kt + SafeBrowserScreen.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-034,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,"android/app/src/main/java/org/pca/app/feature/webprotection/vpn/WebProtectionVpnService.kt:36-46 (DNS-only tunnel, no TLS/root-CA interception, addRoute never 0.0.0.0/0)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-035,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebFilterEngine.kt (deterministic rules only; no on-device classifier wired for browsing decisions),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-036,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt + persistence/entity/ContentBlockEventEntity.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-037,PCA-5,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserScreen.kt:229-239; android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserController.kt:134-167,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-040,PCA-2,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/usage/UsageSessionRecorder.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt:468; android/app/src/main/java/org/pca/app/runtime/background/UsageIngestionWorker.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-041,PCA-2,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt + ScheduleEvaluator.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-042,PCA-2,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt (per-app/category allow/block),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-043,PCA-4,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-04 PCA-4,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt (school-mode/bedtime window rules),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-043A,PCA-4,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-04 PCA-4,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt (per-day-of-week + override-approval toggle),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-043B,PCA-4,Functional,Normative text in docs/architecture (see doc 32),SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,,WS-04 PCA-4,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ProductionScheduleRuntimePort.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt; android/app/src/main/java/org/pca/app/runtime/schedule/AndroidDevicePolicyPackageSuspensionExecutor.kt; android/app/src/main/java/org/pca/app/platform/ForegroundAppPackageSource.kt; android/app/src/main/java/org/pca/app/runtime/PcaRuntime.kt,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-043C,PCA-3; PCA-4,Functional,Normative text in docs/architecture (see doc 32),SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,WS-03 PCA-3,android/app/src/main/java/org/pca/app/runtime/schedule/AndroidCommunicationSurfaceResolver.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationCallLifecycleAdapter.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinator.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt; android/app/src/main/java/org/pca/app/runtime/PcaRuntime.kt,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-044,PCA-2,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/platform/PlatformProtectionCapabilities.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeScreen.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-045,PCA-2,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/installobserver/InstalledAppEventReceiver.kt; android/app/src/main/AndroidManifest.xml:141-148,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-050,PCA-6,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-06 PCA-6,android/app/src/main/java/org/pca/app/feature/youtube/engine/ModeAAndroidUsageAdapter.kt + ModeAUsageReportBuilder.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-051,PCA-6,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-06 PCA-6,android/app/src/main/java/org/pca/app/feature/youtube/policy/YouTubePolicy.kt + YouTubeTypes.kt (Mode A never queries per-video watch history by construction - only duration),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-052,PCA-6,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,NOT_STARTED,NONE recorded,YOUTUBE_MODE_B_POLICY_REVIEW,Gated: YOUTUBE_MODE_B_POLICY_REVIEW,WS-06 PCA-6,android/app/src/main/java/org/pca/app/feature/youtube/policy/ModeBFeatureFlagLocalStore.kt (read-only mirror of BLOCKED_EXTERNAL_POLICY_REVIEW default; no mutator exists anywhere),YOUTUBE_MODE_B_POLICY_REVIEW,DEFERRED_EXTERNAL_GATE (YOUTUBE_MODE_B_POLICY_REVIEW),EXTERNAL (device/provider/UAT),NONE,NOT_STARTED
PCA-FR-053,PCA-6,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,YOUTUBE_PLATFORM_API_PARTNERSHIP,,WS-06 PCA-6,backend/src/youtube/types.ts; backend/src/youtube/policy.ts; backend/src/youtube/ModeBFeatureFlagStore.ts,YOUTUBE_PLATFORM_API_PARTNERSHIP,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
