ID,PHASE,SOURCE_COMPLETE,VALIDATED_COMPLETE,PRODUCTION_READY,TEST_EVIDENCE,EXTERNAL_GATE,OPEN_ENGINEERING_GAP,OPEN_EXTERNAL_GAP,EVIDENCE_PATH
PCA-DATA-013,PCA-12,YES,NO,NO,backend/test/retention/engine.test.mjs,,,,"backend/src/retention/policy.ts (AUDIT_RETENTION_FLOOR_MONTHS = 12); backend/src/retention/engine.ts (auditRetentionFloor = max(generalMonths, 12))"
PCA-DATA-014,PCA-0,N/A,NO,NO,,,,,
PCA-DATA-020,PCA-12,YES,NO,NO,backend/test/retention/deletionStateMachine.test.mjs; backend/test/retention/engine.test.mjs; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; backend/test/retention/engine.test.mjs,,,,backend/src/retention/deletionStateMachine.ts; backend/src/retention/engine.ts; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; backend/src/retention/types.ts
PCA-DATA-021,PCA-12; PCA-13,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt,,,,android/app/src/main/java/org/pca/app/persistence/entity/ParentActionAuditEntity.kt; android/app/src/main/java/org/pca/app/persistence/entity/TamperEventEntity.kt; android/app/src/main/java/org/pca/app/persistence/dao/ParentActionAuditDao.kt; android/app/src/main/java/org/pca/app/persistence/dao/TamperEventDao.kt
PCA-DATA-022,PCA-12; PCA-11,YES,NO,NO,backend/test/retention/*.test.mjs; backend/test/familyenvelope/policy.test.mjs; android/app/src/test/java/org/pca/app/persistence/retention/RetentionCutoffCalculatorTest.kt,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/familyenvelope/policy.ts; backend/src/retention/policy.ts (validateRetentionPolicy rejects out-of-bounds location retention); android/app/src/main/java/org/pca/app/persistence/retention/RetentionCutoffCalculator.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt
PCA-DATA-023,PCA-12,YES,NO,NO,backend/test/retention/calendar.test.mjs,,,,"backend/src/retention/calendar.ts (calendar-accurate month/day arithmetic, not naive 30*86400s)"
PCA-DATA-024,PCA-12; PCA-11,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/retention/RetentionMaintenanceCycleTest.kt; android/app/src/test/java/org/pca/app/runtime/background/RetentionMaintenanceWorkerTest.kt; android/app/src/test/java/org/pca/app/runtime/background/WorkManagerBackgroundExecutionSchedulerTest.kt; android/app/src/test/java/org/pca/app/runtime/graph/PcaAppGraphTest.kt; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/WallClockRollbackMonitorTest.kt,,,,android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt; android/app/src/main/java/org/pca/app/runtime/background/RetentionMaintenanceWorker.kt; android/app/src/main/java/org/pca/app/runtime/background/BackgroundExecutionScheduler.kt
PCA-DATA-025,PCA-12; PCA-11,PARTIAL,NO,NO,"android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt (general expiry deletion, audit-floor separation, tombstone pruning, and LATEST_ONLY convergence); android/app/src/test/java/org/pca/app/persistence/retention/RetentionCutoffCalculatorTest.kt (elapsed, calendar-month, timezone, and audit-floor cutoff boundaries); android/app/src/test/java/org/pca/app/persistence/retention/RetentionMaintenanceCycleTest.kt; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/WallClockRollbackMonitorTest.kt",PRODUCTION_CRYPTO_SECURITY_REVIEW,Blocked by PRODUCTION_CRYPTO_SECURITY_REVIEW,PRODUCTION_CRYPTO_SECURITY_REVIEW,android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt
PCA-DATA-026,PCA-12,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/retention/ (present),,,,"android/app/src/main/java/org/pca/app/persistence/entity/TombstoneRecordEntity.kt + dao/TombstoneRecordDao.kt (new) + retention/DeleteNowCoordinator.kt:35,49,108,113-121 (writes ONE tombstone row -- id + deletion timestamp only -- per deleted top-level identity) + retention/RetentionCutoffCalculator.kt:41-50 (fixed, family-policy-independent 6-month bounded lifetime) + retention/RetentionEngine.kt:50-58 (pruneTombstones, deletes past that cutoff)"
PCA-DATA-027,PCA-12; PCA-11,PARTIAL,NO,NO,backend/test/retention/deleteNow.test.mjs; backend/test/familyenvelope/*.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,backend/src/retention/deleteNow.ts; backend/src/familyenvelope/types.ts (envelope message types include deletion-instruction alongside policy); backend/src/http/routes/retentionRoutes.ts
PCA-DATA-028,PCA-12,N/A,NO,NO,,,,,
PCA-DATA-029,PCA-12,YES,NO,NO,backend/test/export/pipeline.test.mjs,CRYPTO_ACTIVATION,,CRYPTO_ACTIVATION,backend/src/http/routes/retentionRoutes.ts (DELETE_NOW_DISCLOSED_STATE = 'DELETE_PENDING_REMOTE_DEVICE'; EXPORT_CREATION_DISCLOSURE payload on 202/PENDING responses)
PCA-FR-000,PCA-0,N/A,NO,NO,,,,,"docs/architecture/00_DOCUMENT_CONTROL.md:83,87"
PCA-FR-000A,PCA-2; PCA-10,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleRuntimeRebootOfflineTest.kt; android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumerTest.kt; parent-web/tests/component/DashboardCapabilityState.test.tsx,,,,android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ProductionScheduleRuntimePort.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; parent-web/src/domain/types.ts
PCA-FR-001,PCA-1,YES,NO,NO,backend/test/parentaccount/e2e.registrationToOwnerMutation.test.mjs; backend/test/parentaccount/service.test.mjs,,,,backend/src/parentaccount/ParentAccountService.ts; backend/src/parentaccount/genesisDeviceSigner.ts
PCA-FR-002,PCA-1,YES,NO,NO,parent-web/tests/component/DeviceEnrollmentPanel.test.tsx | backend/test/invitation/service.test.mjs | backend/test/db/invitation.mysql.test.mjs | android/app/src/test/java/org/pca/app/enrollment/UriEnrollmentLinkParserTest.kt,,,,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx | parent-web/src/pages/family/InvitationQrCode.tsx | backend/src/invitation/InvitationService.ts | backend/src/invitation/MySqlInvitationRepository.ts | android/app/src/main/java/org/pca/app/enrollment/EnrollmentLinkParser.kt
PCA-FR-002A,PCA-1,YES,NO,NO,backend/test/familytrustset/engine.test.mjs:60-80,,,,backend/src/familytrustset/FamilyTrustSetEngine.ts:87 (NOT_EXACTLY_ONE_ACTIVE_OWNER check); backend/src/familytrustset/types.ts:5
PCA-FR-003,PCA-1,YES,NO,NO,android/app/src/test/java/org/pca/app/security/,,,,android/app/src/main/java/org/pca/app/security/DeviceKeyPairGenerator.kt + SecureKeyStore.kt + EncryptedBlobSecureKeyStore.kt (public-key device identity not password pairing)
PCA-FR-004,PCA-10,YES,NO,NO,backend/test/familyrbac/policy.test.mjs; backend/test/familyrbac/ParentActionAuthorizationService.test.mjs; backend/test/familyrbac/TrustSetRoleResolver.test.mjs,,,,backend/src/familyrbac/policy.ts; backend/src/familyrbac/ParentActionAuthorizationService.ts; backend/src/familyrbac/TrustSetRoleResolver.ts; parent-web/src/pages/family/RolesMatrix.tsx
PCA-FR-004A,PCA-PA-2,YES,NO,NO,backend/test/db/platformEntitlementsCore.mysql.test.mjs:128 (asserts 1/1 as correct),,,,"backend/migrations/0006_platform_entitlements_enrollment_limits.sql:64-65 (FREE_STARTER seeds parent_member_limit=1, managed_device_limit=1)"
PCA-FR-005,PCA-1,PARTIAL,NO,NO,backend/test/device/*.test.mjs; backend/test/familytrustset/engine.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,"backend/src/device/DeviceDirectoryService.ts, DeviceRepository.ts (device lifecycle incl. removal); backend/src/familytrustset/FamilyTrustSetEngine.ts (revocation)"
PCA-FR-006,PCA-1,PARTIAL,NO,NO,backend/test/recovery/service.test.mjs; backend/test/familytrustset/recoveryEngine.test.mjs; backend/test/familytrustset/recoveryRedTeam.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,backend/src/recovery/RecoveryService.ts; backend/src/recoverytransaction/RecoveryTransactionCoordinator.ts; backend/src/familytrustset/FamilyTrustSetRecoveryEngine.ts
PCA-FR-007,PCA-1,YES,NO,NO,android/app/src/test/java/org/pca/app/enrollment/EnrollmentConsentStaticTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentCoordinatorTest.kt,,,,android/app/src/main/java/org/pca/app/enrollment/ui/EnrollmentScreen.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml
PCA-FR-008,PCA-1,YES,NO,NO,backend/test/invitation/enrollmentProfile.test.mjs; android/app/src/test/java/org/pca/app/enrollment/EnrollmentProfileContractTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentContentFilterDefaultTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentCoordinatorTest.kt; android/app/src/test/java/org/pca/app/enrollment/ProfileConfirmationStateTransitionTest.kt; ios/PCATests/EnrollmentProfileTests.swift,IOS_MAC_XCODE,,IOS_MAC_XCODE,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx; backend/src/invitation/InvitationService.ts; android/app/src/main/java/org/pca/app/enrollment/EnrollmentProfile.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentState.kt
PCA-FR-010,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/engine/,,,,android/app/src/main/java/org/pca/app/feature/screentime/engine/ScreenTimeEngine.kt + platform/StandardUsageObservationSource.kt (UsageStatsManager)
PCA-FR-011,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/policy/,,,,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (60-min default)
PCA-FR-011A,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/policy/,,,,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (15-180 min / 5-min increment validation)
PCA-FR-012,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/policy/,,,,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (30-min default break)
PCA-FR-012A,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/policy/,,,,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt (5-60 min / 1-min increment validation)
PCA-FR-013,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/breakshield/,,,,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt + BreakShieldViewState.kt
PCA-FR-014,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/breakshield/,,,,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (dhikr/counter interaction)
PCA-FR-014A,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/breakshield/BreakShieldFormatDurationTest.kt | android/app/src/test/java/org/pca/app/i18n/StringResourceCompletenessTest.kt,,,,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt | android/app/src/main/res/values/strings.xml | android/app/src/main/res/values-ar/strings.xml
PCA-FR-015,PCA-2; PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/breakshield/,,,,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (emergency button always visible regardless of state per canRequestEmergencyException)
PCA-FR-015A,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/communication/CommunicationBreakShieldIntegrationTest.kt; android/app/src/test/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinatorTest.kt; android/app/src/test/java/org/pca/app/feature/screentime/engine/ScreenTimeEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumerTest.kt; android/app/src/test/java/org/pca/app/runtime/ui/CallStatePermissionPromptPolicyTest.kt; android/app/src/test/java/org/pca/app/runtime/communication/CommunicationCallStateObserverAvailabilityTest.kt,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_SMS_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_SMS_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,android/app/src/main/java/org/pca/app/feature/screentime/engine/ScreenTimeEngine.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinator.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationCallStateObserver.kt
PCA-FR-016,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/engine/,,,,android/app/src/main/java/org/pca/app/feature/screentime/engine/ParentOverride.kt
PCA-FR-017,PCA-3; PCA-13,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/screentime/clock/,,,,android/app/src/main/java/org/pca/app/feature/screentime/clock/MonotonicClockBridge.kt + Clocks.kt (elapsed-realtime anchor) + foundation/TimeSources.kt
PCA-FR-018,PCA-3,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/breakshield/,,,,"android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (only duration/occurrence persisted, no interaction content transmitted); android/app/src/main/java/org/pca/app/persistence/entity/BreakSessionEntity.kt"
PCA-FR-020,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/proximity/,,,,android/app/src/main/java/org/pca/app/platform/proximity/HardwareProximitySource.kt + PrioritizedProximitySource.kt
PCA-FR-021,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetectorTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraProximitySourceTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraPermissionLifecycleTest.kt; android/app/src/test/java/org/pca/app/feature/eyedistance/shield/EyeDistanceShieldViewStateTest.kt; android/app/src/test/java/org/pca/app/feature/eyedistance/shield/EyeRestShieldTriggerTest.kt; android/app/src/test/java/org/pca/app/feature/eyedistance/shield/EyeRestShieldReadingLevelTest.kt; android/app/src/test/java/org/pca/app/runtime/graph/PcaAppGraphTest.kt,,,,android/app/src/main/java/org/pca/app/feature/eyedistance/engine/EyeDistanceEngine.kt; android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt
PCA-FR-021A,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/eyedistance/engine/,,,,android/app/src/main/java/org/pca/app/feature/eyedistance/engine/EyeDistanceEngine.kt (configurable threshold/cooldown parameters)
PCA-FR-022,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/eyedistance/,,,,android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityEstimator.kt (interface contract explicitly forbids retaining any frame/landmark/embedding) + persistence/entity/ProximityEventEntity.kt (boolean/duration only)
PCA-FR-023,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetectorTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraProximitySourceTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraPermissionLifecycleTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraXFrameSourceTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraPrivacyStaticScanTest.kt,CAMERA_REAL_DEVICE_VALIDATION,,CAMERA_REAL_DEVICE_VALIDATION,android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraXFrameSource.kt
PCA-FR-024,PCA-8,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/proximity/CameraXFrameSourceTest.kt; android/app/src/androidTest/java/org/pca/app/platform/proximity/CameraXFrameSourceInstrumentedTest.kt; android/app/src/test/java/org/pca/app/runtime/graph/PcaAppGraphTest.kt,CAMERA_REAL_DEVICE_VALIDATION,,CAMERA_REAL_DEVICE_VALIDATION,android/app/src/main/java/org/pca/app/platform/proximity/CameraXFrameSource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/java/org/pca/app/platform/proximity/AndroidFaceGeometryDetector.kt
PCA-FR-030,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/engine/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebFilterEngine.kt + WebRuleRepository.kt
PCA-FR-031,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/policy/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebFilterTypes.kt + WebReasonCodes.kt (malware/phishing/adult categories)
PCA-FR-031A,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/policy/WebRuleTaxonomyStaticTest.kt,,,,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebFilterTypes.kt
PCA-FR-032,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/engine/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebRuleRepository.kt (allow/deny override storage)
PCA-FR-033,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/safebrowser/; android/app/src/test/java/org/pca/app/feature/webprotection/ui/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserActivity.kt + SafeBrowserController.kt + SafeBrowserScreen.kt
PCA-FR-034,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/vpn/,,,,"android/app/src/main/java/org/pca/app/feature/webprotection/vpn/WebProtectionVpnService.kt:36-46 (DNS-only tunnel, no TLS/root-CA interception, addRoute never 0.0.0.0/0)"
PCA-FR-035,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/engine/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebFilterEngine.kt (deterministic rules only; no on-device classifier wired for browsing decisions)
PCA-FR-036,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/policy/,,,,android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebReasonCodes.kt + persistence/entity/ContentBlockEventEntity.kt
PCA-FR-037,PCA-5,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/webprotection/ui/SafeBrowserControllerTest.kt:192-230,,,,android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserScreen.kt:229-239; android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserController.kt:134-167
PCA-FR-040,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/usage/UsageSessionRecorderTest.kt; android/app/src/test/java/org/pca/app/runtime/background/UsageIngestionWorkerTest.kt; android/app/src/test/java/org/pca/app/runtime/background/WorkManagerBackgroundExecutionSchedulerTest.kt,,,,android/app/src/main/java/org/pca/app/runtime/usage/UsageSessionRecorder.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt:468; android/app/src/main/java/org/pca/app/runtime/background/UsageIngestionWorker.kt
PCA-FR-041,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/,,,,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt + ScheduleEvaluator.kt
PCA-FR-042,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/,,,,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt (per-app/category allow/block)
PCA-FR-043,PCA-4,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/,,,,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt (school-mode/bedtime window rules)
PCA-FR-043A,PCA-4,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/,,,,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicyRules.kt (per-day-of-week + override-approval toggle)
PCA-FR-043B,PCA-4,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/schedule/NightProtectionScheduleTest.kt; android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumerTest.kt,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,,ANDROID_REAL_DEVICE_UAT; DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,android/app/src/main/java/org/pca/app/runtime/schedule/SchedulePolicy.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ProductionScheduleRuntimePort.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt
PCA-FR-043C,PCA-3; PCA-4,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinatorTest.kt; android/app/src/test/java/org/pca/app/runtime/communication/CommunicationCallLifecycleAdapterTest.kt; android/app/src/test/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumerTest.kt,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,ANDROID_REAL_DEVICE_UAT; REAL_DEVICE_TELEPHONY_UAT; IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,android/app/src/main/java/org/pca/app/runtime/schedule/AndroidCommunicationSurfaceResolver.kt; android/app/src/main/java/org/pca/app/runtime/communication/AndroidTelephonyCallStateObserver.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationCallLifecycleAdapter.kt; android/app/src/main/java/org/pca/app/runtime/communication/CommunicationExceptionCoordinator.kt
PCA-FR-044,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/capabilities/CapabilityUnavailableLabelStaticTest.kt,,,,android/app/src/main/java/org/pca/app/platform/PlatformProtectionCapabilities.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeScreen.kt
PCA-FR-045,PCA-2,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/installobserver/InstalledAppEventReceiverTest.kt,,,,android/app/src/main/java/org/pca/app/runtime/installobserver/InstalledAppEventReceiver.kt; android/app/src/main/AndroidManifest.xml:141-148
PCA-FR-050,PCA-6,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/youtube/engine/,,,,android/app/src/main/java/org/pca/app/feature/youtube/engine/ModeAAndroidUsageAdapter.kt + ModeAUsageReportBuilder.kt
PCA-FR-051,PCA-6,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/youtube/policy/,,,,android/app/src/main/java/org/pca/app/feature/youtube/policy/YouTubePolicy.kt + YouTubeTypes.kt (Mode A never queries per-video watch history by construction - only duration)
PCA-FR-052,PCA-6,NO,NO,NO,,YOUTUBE_MODE_B_POLICY_REVIEW,Blocked by YOUTUBE_MODE_B_POLICY_REVIEW,YOUTUBE_MODE_B_POLICY_REVIEW,android/app/src/main/java/org/pca/app/feature/youtube/policy/ModeBFeatureFlagLocalStore.kt (read-only mirror of BLOCKED_EXTERNAL_POLICY_REVIEW default; no mutator exists anywhere)
PCA-FR-053,PCA-6,YES,NO,NO,backend/test/youtube/policy.test.mjs; backend/test/youtube/SafeContentCapability.test.mjs,YOUTUBE_PLATFORM_API_PARTNERSHIP,,YOUTUBE_PLATFORM_API_PARTNERSHIP,backend/src/youtube/types.ts; backend/src/youtube/policy.ts; backend/src/youtube/ModeBFeatureFlagStore.ts
PCA-FR-054,PCA-6,YES,NO,NO,YouTubeModeLoaderTest.kt (4 tests: Loading/Success/Error states),,,,"android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeActivity.kt, YouTubeModeLoader.kt (Writer73); ChildHomeScreen.kt YouTubeModeEntryCard; MainActivity.kt wiring; AndroidManifest.xml registration"
PCA-FR-060,PCA-7,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/location/,,,,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + platform/StandardLocationCapabilitySource.kt
PCA-FR-061,PCA-7,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/location/,,,,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleStatus.kt (accuracy class/staleness modeled)
PCA-FR-062,PCA-7,PARTIAL,NO,NO,"android/app/src/test/java/org/pca/app/runtime/sync/DeviceSessionManagerTest.kt (first-use challenge authentication, unexpired token reuse, and initial unauthenticated state); android/app/src/test/java/org/pca/app/runtime/sync/ReconnectSyncOrchestratorTest.kt (reconnect/session recovery and offline queue behavior)",PRODUCTION_CRYPTO_SECURITY_REVIEW,Blocked by PRODUCTION_CRYPTO_SECURITY_REVIEW,PRODUCTION_CRYPTO_SECURITY_REVIEW,android/app/src/main/java/org/pca/app/runtime/sync/DeviceSessionManager.kt (heartbeat/session concept exists)
PCA-FR-063,PCA-7,PARTIAL,NO,NO,android/app/src/test/java/org/pca/app/runtime/location/geofence/GeofenceEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiverTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZoneRuntimeTest.kt; backend/test/location/safeZoneRepository.test.mjs; backend/test/parentaccount/preferencesSafeZonesRoute.test.mjs; backend/test/parentaccount/preferencesSafeZonesSchema.test.mjs; backend/test/familyrbac/ParentActionAuthorizationService.test.mjs; parent-web/tests/unit/realSafeZoneClient.test.ts; parent-web/tests/unit/safeZonePolicyAuthoring.test.ts; tooling/release/ValidateSafeZoneMutationBoundary.mjs; backend/test/device/BrowserEndpointService.test.mjs; backend/test/http/browserEndpointRoutes.test.mjs; backend/test/pairing/service.test.mjs; backend/test/db/browserEndpoint.mysql.test.mjs; backend/test/db/device.mysql.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceEngine.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceMonitor.kt; backend/src/location/SafeZoneRepository.ts; backend/src/location/MySqlSafeZoneRepository.ts
PCA-FR-064,PCA-7,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/location/LocationSampleRecorderTest.kt; android/app/src/test/java/org/pca/app/persistence/WebVisitAndLocationPointTest.kt,,,,android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt; android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + persistence/entity/LocationPointEntity.kt (no ad/analytics consumer of location data found anywhere in the module)
